id,from_asset,to_asset,milestone_year,rep_period,capacity_coefficient,conversion_coefficient,time_block_start,time_block_end,solution
12145,NO_Wind_Onshore,NO_E_Demand,2050,3,1.0,1.0,11,11,4.735345878939361
12146,NO_Wind_Onshore,NO_E_Demand,2050,3,1.0,1.0,12,12,0.0
12147,NO_Wind_Onshore,NO_E_Demand,2050,3,1.0,1.0,13,13,0.0
12148,NO_Wind_Onshore,NO_E_Demand,2050,3,1.0,1.0,14,14,0.0
12149,NO_Wind_Onshore,NO_E_Demand,2050,3,1.0,1.0,15,15,0.0
12150,NO_Wind_Onshore,NO_E_Demand,2050,3,1.0,1.0,16,16,0.0
12151,NO_Wind_Onshore,NO_E_Demand,2050,3,1.0,1.0,17,17,4.65670799295341
12152,NO_Wind_Onshore,NO_E_Demand,2050,3,1.0,1.0,18,18,0.0
12153,NO_Wind_Onshore,NO_E_Demand,2050,3,1.0,1.0,19,19,0.0
12154,NO_Wind_Onshore,NO_E_Demand,2050,3,1.0,1.0,20,20,4.649577970053506
12155,NO_Wind_Onshore,NO_E_Demand,2050,3,1.0,1.0,21,21,0.0
12156,NO_Wind_Onshore,NO_E_Demand,2050,3,1.0,1.0,22,22,0.0
12157,NO_Wind_Onshore,NO_E_Demand,2050,3,1.0,1.0,23,23,4.6748013617394255
12158,NO_Wind_Onshore,NO_E_Demand,2050,3,1.0,1.0,24,24,0.0
12159,NO_electrolyzer,NO_H_Demand,2050,3,1.0,1.0,1,1,9.032895165
12160,NO_electrolyzer,NO_H_Demand,2050,3,1.0,1.0,2,2,9.032895165
12161,NO_electrolyzer,NO_H_Demand,2050,3,1.0,1.0,3,3,9.032895165
12162,NO_electrolyzer,NO_H_Demand,2050,3,1.0,1.0,4,4,9.032895165
12163,NO_electrolyzer,NO_H_Demand,2050,3,1.0,1.0,5,5,9.032895165
12164,NO_electrolyzer,NO_H_Demand,2050,3,1.0,1.0,6,6,9.032895165
12165,NO_electrolyzer,NO_H_Demand,2050,3,1.0,1.0,7,7,9.032895165
12166,NO_electrolyzer,NO_H_Demand,2050,3,1.0,1.0,8,8,9.032895165
12167,NO_electrolyzer,NO_H_Demand,2050,3,1.0,1.0,9,9,9.032895165
12168,NO_electrolyzer,NO_H_Demand,2050,3,1.0,1.0,10,10,9.032895165
12169,NO_electrolyzer,NO_H_Demand,2050,3,1.0,1.0,11,11,9.032895165
12170,NO_electrolyzer,NO_H_Demand,2050,3,1.0,1.0,12,12,9.032895165
12171,NO_electrolyzer,NO_H_Demand,2050,3,1.0,1.0,13,13,9.032895165
12172,NO_electrolyzer,NO_H_Demand,2050,3,1.0,1.0,14,14,9.032895165
12173,NO_electrolyzer,NO_H_Demand,2050,3,1.0,1.0,15,15,9.032895165
12174,NO_electrolyzer,NO_H_Demand,2050,3,1.0,1.0,16,16,9.032895165
12175,NO_electrolyzer,NO_H_Demand,2050,3,1.0,1.0,17,17,9.032895165
12176,NO_electrolyzer,NO_H_Demand,2050,3,1.0,1.0,18,18,9.032895165
12177,NO_electrolyzer,NO_H_Demand,2050,3,1.0,1.0,19,19,9.032895165
12178,NO_electrolyzer,NO_H_Demand,2050,3,1.0,1.0,20,20,9.032895165
12179,NO_electrolyzer,NO_H_Demand,2050,3,1.0,1.0,21,21,9.032895165
12180,NO_electrolyzer,NO_H_Demand,2050,3,1.0,1.0,22,22,9.032895165
12181,NO_electrolyzer,NO_H_Demand,2050,3,1.0,1.0,23,23,9.032895165
12182,NO_electrolyzer,NO_H_Demand,2050,3,1.0,1.0,24,24,9.032895165
12183,OBZLL_E_Demand,UK_E_Demand,2050,3,1.0,1.0,1,1,1.8
12184,OBZLL_E_Demand,UK_E_Demand,2050,3,1.0,1.0,2,2,1.8
12185,OBZLL_E_Demand,UK_E_Demand,2050,3,1.0,1.0,3,3,-1.8
12186,OBZLL_E_Demand,UK_E_Demand,2050,3,1.0,1.0,4,4,-1.8
12187,OBZLL_E_Demand,UK_E_Demand,2050,3,1.0,1.0,5,5,-1.8
12188,OBZLL_E_Demand,UK_E_Demand,2050,3,1.0,1.0,6,6,1.8
12189,OBZLL_E_Demand,UK_E_Demand,2050,3,1.0,1.0,7,7,-1.8
12190,OBZLL_E_Demand,UK_E_Demand,2050,3,1.0,1.0,8,8,-1.8
12191,OBZLL_E_Demand,UK_E_Demand,2050,3,1.0,1.0,9,9,-1.8
12192,OBZLL_E_Demand,UK_E_Demand,2050,3,1.0,1.0,10,10,1.8
12193,OBZLL_E_Demand,UK_E_Demand,2050,3,1.0,1.0,11,11,1.8
12194,OBZLL_E_Demand,UK_E_Demand,2050,3,1.0,1.0,12,12,-1.8
12195,OBZLL_E_Demand,UK_E_Demand,2050,3,1.0,1.0,13,13,1.8
12196,OBZLL_E_Demand,UK_E_Demand,2050,3,1.0,1.0,14,14,-1.8
12197,OBZLL_E_Demand,UK_E_Demand,2050,3,1.0,1.0,15,15,1.8
12198,OBZLL_E_Demand,UK_E_Demand,2050,3,1.0,1.0,16,16,-1.8
12199,OBZLL_E_Demand,UK_E_Demand,2050,3,1.0,1.0,17,17,-1.8
12200,OBZLL_E_Demand,UK_E_Demand,2050,3,1.0,1.0,18,18,1.4012059516168716
12201,OBZLL_E_Demand,UK_E_Demand,2050,3,1.0,1.0,19,19,1.8
12202,OBZLL_E_Demand,UK_E_Demand,2050,3,1.0,1.0,20,20,1.8
12203,OBZLL_E_Demand,UK_E_Demand,2050,3,1.0,1.0,21,21,1.8
12204,OBZLL_E_Demand,UK_E_Demand,2050,3,1.0,1.0,22,22,1.8
12205,OBZLL_E_Demand,UK_E_Demand,2050,3,1.0,1.0,23,23,-1.8
12206,OBZLL_E_Demand,UK_E_Demand,2050,3,1.0,1.0,24,24,-1.8
12207,OBZLL_Wind_Offshore,OBZLL_E_Demand,2050,3,1.0,1.0,1,1,0.0
12208,OBZLL_Wind_Offshore,OBZLL_E_Demand,2050,3,1.0,1.0,2,2,0.0
12209,OBZLL_Wind_Offshore,OBZLL_E_Demand,2050,3,1.0,1.0,3,3,0.0
12210,OBZLL_Wind_Offshore,OBZLL_E_Demand,2050,3,1.0,1.0,4,4,0.0
12211,OBZLL_Wind_Offshore,OBZLL_E_Demand,2050,3,1.0,1.0,5,5,0.0
12212,OBZLL_Wind_Offshore,OBZLL_E_Demand,2050,3,1.0,1.0,6,6,0.0
12213,OBZLL_Wind_Offshore,OBZLL_E_Demand,2050,3,1.0,1.0,7,7,0.0
12214,OBZLL_Wind_Offshore,OBZLL_E_Demand,2050,3,1.0,1.0,8,8,0.0
12215,OBZLL_Wind_Offshore,OBZLL_E_Demand,2050,3,1.0,1.0,9,9,0.0
12216,OBZLL_Wind_Offshore,OBZLL_E_Demand,2050,3,1.0,1.0,10,10,0.0
12217,OBZLL_Wind_Offshore,OBZLL_E_Demand,2050,3,1.0,1.0,11,11,0.0
12218,OBZLL_Wind_Offshore,OBZLL_E_Demand,2050,3,1.0,1.0,12,12,0.0
12219,OBZLL_Wind_Offshore,OBZLL_E_Demand,2050,3,1.0,1.0,13,13,0.0
12220,OBZLL_Wind_Offshore,OBZLL_E_Demand,2050,3,1.0,1.0,14,14,0.0
12221,OBZLL_Wind_Offshore,OBZLL_E_Demand,2050,3,1.0,1.0,15,15,0.0
12222,OBZLL_Wind_Offshore,OBZLL_E_Demand,2050,3,1.0,1.0,16,16,0.0
12223,OBZLL_Wind_Offshore,OBZLL_E_Demand,2050,3,1.0,1.0,17,17,0.0
12224,OBZLL_Wind_Offshore,OBZLL_E_Demand,2050,3,1.0,1.0,18,18,0.0
12225,OBZLL_Wind_Offshore,OBZLL_E_Demand,2050,3,1.0,1.0,19,19,0.0
12226,OBZLL_Wind_Offshore,OBZLL_E_Demand,2050,3,1.0,1.0,20,20,0.0
12227,OBZLL_Wind_Offshore,OBZLL_E_Demand,2050,3,1.0,1.0,21,21,0.0
12228,OBZLL_Wind_Offshore,OBZLL_E_Demand,2050,3,1.0,1.0,22,22,0.0
12229,OBZLL_Wind_Offshore,OBZLL_E_Demand,2050,3,1.0,1.0,23,23,0.0
12230,OBZLL_Wind_Offshore,OBZLL_E_Demand,2050,3,1.0,1.0,24,24,0.0
12231,OBZLL_electrolyzer,OBZLL_H_Demand,2050,3,1.0,1.0,1,1,-0.0
12232,OBZLL_electrolyzer,OBZLL_H_Demand,2050,3,1.0,1.0,2,2,-0.0
12233,OBZLL_electrolyzer,OBZLL_H_Demand,2050,3,1.0,1.0,3,3,-0.0
12234,OBZLL_electrolyzer,OBZLL_H_Demand,2050,3,1.0,1.0,4,4,-0.0
12235,OBZLL_electrolyzer,OBZLL_H_Demand,2050,3,1.0,1.0,5,5,-0.0
12236,OBZLL_electrolyzer,OBZLL_H_Demand,2050,3,1.0,1.0,6,6,-0.0
12237,OBZLL_electrolyzer,OBZLL_H_Demand,2050,3,1.0,1.0,7,7,-0.0
12238,OBZLL_electrolyzer,OBZLL_H_Demand,2050,3,1.0,1.0,8,8,-0.0
12239,OBZLL_electrolyzer,OBZLL_H_Demand,2050,3,1.0,1.0,9,9,-0.0
12240,OBZLL_electrolyzer,OBZLL_H_Demand,2050,3,1.0,1.0,10,10,-0.0
12241,OBZLL_electrolyzer,OBZLL_H_Demand,2050,3,1.0,1.0,11,11,-0.0
12242,OBZLL_electrolyzer,OBZLL_H_Demand,2050,3,1.0,1.0,12,12,-0.0
12243,OBZLL_electrolyzer,OBZLL_H_Demand,2050,3,1.0,1.0,13,13,-0.0
12244,OBZLL_electrolyzer,OBZLL_H_Demand,2050,3,1.0,1.0,14,14,-0.0
12245,OBZLL_electrolyzer,OBZLL_H_Demand,2050,3,1.0,1.0,15,15,-0.0
12246,OBZLL_electrolyzer,OBZLL_H_Demand,2050,3,1.0,1.0,16,16,-0.0
12247,OBZLL_electrolyzer,OBZLL_H_Demand,2050,3,1.0,1.0,17,17,-0.0
12248,OBZLL_electrolyzer,OBZLL_H_Demand,2050,3,1.0,1.0,18,18,-0.0
12249,OBZLL_electrolyzer,OBZLL_H_Demand,2050,3,1.0,1.0,19,19,-0.0
12250,OBZLL_electrolyzer,OBZLL_H_Demand,2050,3,1.0,1.0,20,20,-0.0
12251,OBZLL_electrolyzer,OBZLL_H_Demand,2050,3,1.0,1.0,21,21,-0.0
12252,OBZLL_electrolyzer,OBZLL_H_Demand,2050,3,1.0,1.0,22,22,-0.0
12253,OBZLL_electrolyzer,OBZLL_H_Demand,2050,3,1.0,1.0,23,23,-0.0
12254,OBZLL_electrolyzer,OBZLL_H_Demand,2050,3,1.0,1.0,24,24,-0.0
12255,PL_Coal,PL_E_Demand,2050,3,1.0,1.0,1,3,0.0
12256,PL_Coal,PL_E_Demand,2050,3,1.0,1.0,4,6,0.0
12257,PL_Coal,PL_E_Demand,2050,3,1.0,1.0,7,9,0.0
12258,PL_Coal,PL_E_Demand,2050,3,1.0,1.0,10,12,0.0
12259,PL_Coal,PL_E_Demand,2050,3,1.0,1.0,13,15,0.0
12260,PL_Coal,PL_E_Demand,2050,3,1.0,1.0,16,18,0.0
12261,PL_Coal,PL_E_Demand,2050,3,1.0,1.0,19,21,0.0
12262,PL_Coal,PL_E_Demand,2050,3,1.0,1.0,22,24,0.0
12263,PL_E_Demand,PL_electrolyzer,2050,3,1.0,1.0,1,3,14.94292237
12264,PL_E_Demand,PL_electrolyzer,2050,3,1.0,1.0,4,6,14.94292237
12265,PL_E_Demand,PL_electrolyzer,2050,3,1.0,1.0,7,9,14.94292237
12266,PL_E_Demand,PL_electrolyzer,2050,3,1.0,1.0,10,12,14.94292237
12267,PL_E_Demand,PL_electrolyzer,2050,3,1.0,1.0,13,15,14.94292237
12268,PL_E_Demand,PL_electrolyzer,2050,3,1.0,1.0,16,18,14.94292237
12269,PL_E_Demand,PL_electrolyzer,2050,3,1.0,1.0,19,21,14.94292237
12270,PL_E_Demand,PL_electrolyzer,2050,3,1.0,1.0,22,24,14.94292237
12271,PL_E_ENS,PL_E_Demand,2050,3,1.0,1.0,1,3,0.0
12272,PL_E_ENS,PL_E_Demand,2050,3,1.0,1.0,4,6,0.0
12273,PL_E_ENS,PL_E_Demand,2050,3,1.0,1.0,7,9,0.0
12274,PL_E_ENS,PL_E_Demand,2050,3,1.0,1.0,10,12,0.0
12275,PL_E_ENS,PL_E_Demand,2050,3,1.0,1.0,13,15,0.0
12276,PL_E_ENS,PL_E_Demand,2050,3,1.0,1.0,16,18,0.0
12277,PL_E_ENS,PL_E_Demand,2050,3,1.0,1.0,19,21,0.0
12278,PL_E_ENS,PL_E_Demand,2050,3,1.0,1.0,22,24,0.0
12279,PL_Gas,PL_E_Demand,2050,3,1.0,1.0,1,3,0.0
12280,PL_Gas,PL_E_Demand,2050,3,1.0,1.0,4,6,0.0
12281,PL_Gas,PL_E_Demand,2050,3,1.0,1.0,7,9,0.0
12282,PL_Gas,PL_E_Demand,2050,3,1.0,1.0,10,12,0.0
12283,PL_Gas,PL_E_Demand,2050,3,1.0,1.0,13,15,0.0
12284,PL_Gas,PL_E_Demand,2050,3,1.0,1.0,16,18,0.0
12285,PL_Gas,PL_E_Demand,2050,3,1.0,1.0,19,21,0.0
12286,PL_Gas,PL_E_Demand,2050,3,1.0,1.0,22,24,0.0
12287,PL_Hydro,PL_E_Demand,2050,3,1.0,1.0,1,3,0.33132608884828807
12288,PL_Hydro,PL_E_Demand,2050,3,1.0,1.0,4,6,0.33132608884828807
12289,PL_Hydro,PL_E_Demand,2050,3,1.0,1.0,7,9,0.33132608884828807
12290,PL_Hydro,PL_E_Demand,2050,3,1.0,1.0,10,12,0.0
12291,PL_Hydro,PL_E_Demand,2050,3,1.0,1.0,13,15,0.0
12292,PL_Hydro,PL_E_Demand,2050,3,1.0,1.0,16,18,0.33132608884828807
12293,PL_Hydro,PL_E_Demand,2050,3,1.0,1.0,19,21,0.33132608884828807
12294,PL_Hydro,PL_E_Demand,2050,3,1.0,1.0,22,24,0.33132608884828807
12295,PL_Hydro_Reservoir,PL_E_Demand,2050,3,1.0,1.0,1,3,0.272
12296,PL_Hydro_Reservoir,PL_E_Demand,2050,3,1.0,1.0,4,6,0.0631744112197143
12297,PL_Hydro_Reservoir,PL_E_Demand,2050,3,1.0,1.0,7,9,0.0
12298,PL_Hydro_Reservoir,PL_E_Demand,2050,3,1.0,1.0,10,12,0.0
12299,PL_Hydro_Reservoir,PL_E_Demand,2050,3,1.0,1.0,13,15,0.0
12300,PL_Hydro_Reservoir,PL_E_Demand,2050,3,1.0,1.0,16,18,0.0
12301,PL_Hydro_Reservoir,PL_E_Demand,2050,3,1.0,1.0,19,21,0.272
12302,PL_Hydro_Reservoir,PL_E_Demand,2050,3,1.0,1.0,22,24,0.272
12303,PL_Pump_Hydro_Closed,PL_E_Demand,2050,3,1.0,1.0,1,3,1.323
12304,PL_Pump_Hydro_Closed,PL_E_Demand,2050,3,1.0,1.0,4,6,1.0392648011368895
12305,PL_Pump_Hydro_Closed,PL_E_Demand,2050,3,1.0,1.0,7,9,0.0
12306,PL_Pump_Hydro_Closed,PL_E_Demand,2050,3,1.0,1.0,10,12,0.0
12307,PL_Pump_Hydro_Closed,PL_E_Demand,2050,3,1.0,1.0,13,15,0.0
12308,PL_Pump_Hydro_Closed,PL_E_Demand,2050,3,1.0,1.0,16,18,1.323
12309,PL_Pump_Hydro_Closed,PL_E_Demand,2050,3,1.0,1.0,19,21,1.323
12310,PL_Pump_Hydro_Closed,PL_E_Demand,2050,3,1.0,1.0,22,24,0.0
12311,PL_Pump_Hydro_Open,PL_E_Demand,2050,3,1.0,1.0,1,3,0.216
12312,PL_Pump_Hydro_Open,PL_E_Demand,2050,3,1.0,1.0,4,6,0.216
12313,PL_Pump_Hydro_Open,PL_E_Demand,2050,3,1.0,1.0,7,9,0.08385252651278213
12314,PL_Pump_Hydro_Open,PL_E_Demand,2050,3,1.0,1.0,10,12,0.0
12315,PL_Pump_Hydro_Open,PL_E_Demand,2050,3,1.0,1.0,13,15,0.0
12316,PL_Pump_Hydro_Open,PL_E_Demand,2050,3,1.0,1.0,16,18,0.0
12317,PL_Pump_Hydro_Open,PL_E_Demand,2050,3,1.0,1.0,19,21,0.216
12318,PL_Pump_Hydro_Open,PL_E_Demand,2050,3,1.0,1.0,22,24,0.16460325590107927
12319,PL_Solar,PL_E_Demand,2050,3,1.0,1.0,1,3,0.0
12320,PL_Solar,PL_E_Demand,2050,3,1.0,1.0,4,6,0.0
12321,PL_Solar,PL_E_Demand,2050,3,1.0,1.0,7,9,1.6314017499555349
12322,PL_Solar,PL_E_Demand,2050,3,1.0,1.0,10,12,5.579440083174525
12323,PL_Solar,PL_E_Demand,2050,3,1.0,1.0,13,15,9.83805572844261
12324,PL_Solar,PL_E_Demand,2050,3,1.0,1.0,16,18,3.0929129895359764
12325,PL_Solar,PL_E_Demand,2050,3,1.0,1.0,19,21,0.002485981348248
12326,PL_Solar,PL_E_Demand,2050,3,1.0,1.0,22,24,0.0
12327,PL_Wind_Offshore,PL_E_Demand,2050,3,1.0,1.0,1,3,7.523969314605601
12328,PL_Wind_Offshore,PL_E_Demand,2050,3,1.0,1.0,4,6,7.739279225096535
12329,PL_Wind_Offshore,PL_E_Demand,2050,3,1.0,1.0,7,9,7.835952889348267
12330,PL_Wind_Offshore,PL_E_Demand,2050,3,1.0,1.0,10,12,8.097833683754132
12331,PL_Wind_Offshore,PL_E_Demand,2050,3,1.0,1.0,13,15,8.188110786977335
12332,PL_Wind_Offshore,PL_E_Demand,2050,3,1.0,1.0,16,18,8.39653906548267
12333,PL_Wind_Offshore,PL_E_Demand,2050,3,1.0,1.0,19,21,8.377369931629334
12334,PL_Wind_Offshore,PL_E_Demand,2050,3,1.0,1.0,22,24,8.059404998164002
12335,PL_Wind_Onshore,PL_E_Demand,2050,3,1.0,1.0,1,3,40.173175031504
12336,PL_Wind_Onshore,PL_E_Demand,2050,3,1.0,1.0,4,6,40.107027751973334
12337,PL_Wind_Onshore,PL_E_Demand,2050,3,1.0,1.0,7,9,40.09275012396802
12338,PL_Wind_Onshore,PL_E_Demand,2050,3,1.0,1.0,10,12,37.64373171327467
12339,PL_Wind_Onshore,PL_E_Demand,2050,3,1.0,1.0,13,15,36.277786022495995
12340,PL_Wind_Onshore,PL_E_Demand,2050,3,1.0,1.0,16,18,38.558036752042675
12341,PL_Wind_Onshore,PL_E_Demand,2050,3,1.0,1.0,19,21,41.393157126885356
12342,PL_Wind_Onshore,PL_E_Demand,2050,3,1.0,1.0,22,24,41.70985166219734
12343,PL_electrolyzer,PL_H_Demand,2050,3,1.0,1.0,1,3,14.94292237
12344,PL_electrolyzer,PL_H_Demand,2050,3,1.0,1.0,4,6,14.94292237
12345,PL_electrolyzer,PL_H_Demand,2050,3,1.0,1.0,7,9,14.94292237
12346,PL_electrolyzer,PL_H_Demand,2050,3,1.0,1.0,10,12,14.94292237
12347,PL_electrolyzer,PL_H_Demand,2050,3,1.0,1.0,13,15,14.94292237
12348,PL_electrolyzer,PL_H_Demand,2050,3,1.0,1.0,16,18,14.94292237
12349,PL_electrolyzer,PL_H_Demand,2050,3,1.0,1.0,19,21,14.94292237
12350,PL_electrolyzer,PL_H_Demand,2050,3,1.0,1.0,22,24,14.94292237
12351,PT_Battery,PT_E_Demand,2050,3,1.0,1.0,1,4,0.0
12352,PT_Battery,PT_E_Demand,2050,3,1.0,1.0,5,8,0.0
12353,PT_Battery,PT_E_Demand,2050,3,1.0,1.0,9,12,0.0
12354,PT_Battery,PT_E_Demand,2050,3,1.0,1.0,13,16,0.0
12355,PT_Battery,PT_E_Demand,2050,3,1.0,1.0,17,20,0.0
12356,PT_Battery,PT_E_Demand,2050,3,1.0,1.0,21,24,0.0
12357,PT_E_Demand,PT_electrolyzer,2050,3,1.0,1.0,1,4,3.515981735
12358,PT_E_Demand,PT_electrolyzer,2050,3,1.0,1.0,5,8,3.515981735
12359,PT_E_Demand,PT_electrolyzer,2050,3,1.0,1.0,9,12,3.515981735
12360,PT_E_Demand,PT_electrolyzer,2050,3,1.0,1.0,13,16,3.515981735
12361,PT_E_Demand,PT_electrolyzer,2050,3,1.0,1.0,17,20,3.515981735
12362,PT_E_Demand,PT_electrolyzer,2050,3,1.0,1.0,21,24,3.515981735
12363,PT_E_ENS,PT_E_Demand,2050,3,1.0,1.0,1,4,0.0
12364,PT_E_ENS,PT_E_Demand,2050,3,1.0,1.0,5,8,0.0
12365,PT_E_ENS,PT_E_Demand,2050,3,1.0,1.0,9,12,0.0
12366,PT_E_ENS,PT_E_Demand,2050,3,1.0,1.0,13,16,0.0
12367,PT_E_ENS,PT_E_Demand,2050,3,1.0,1.0,17,20,0.0
12368,PT_E_ENS,PT_E_Demand,2050,3,1.0,1.0,21,24,0.0
12369,PT_Gas,PT_E_Demand,2050,3,1.0,1.0,1,4,0.0
12370,PT_Gas,PT_E_Demand,2050,3,1.0,1.0,5,8,0.0
12371,PT_Gas,PT_E_Demand,2050,3,1.0,1.0,9,12,0.0
12372,PT_Gas,PT_E_Demand,2050,3,1.0,1.0,13,16,0.0
12373,PT_Gas,PT_E_Demand,2050,3,1.0,1.0,17,20,0.0
12374,PT_Gas,PT_E_Demand,2050,3,1.0,1.0,21,24,0.0
12375,PT_Hydro,PT_E_Demand,2050,3,1.0,1.0,1,4,0.5776296887867519
12376,PT_Hydro,PT_E_Demand,2050,3,1.0,1.0,5,8,0.5776296887867519
12377,PT_Hydro,PT_E_Demand,2050,3,1.0,1.0,9,12,0.5776296887867519
12378,PT_Hydro,PT_E_Demand,2050,3,1.0,1.0,13,16,0.0
12379,PT_Hydro,PT_E_Demand,2050,3,1.0,1.0,17,20,0.5776296887867519
12380,PT_Hydro,PT_E_Demand,2050,3,1.0,1.0,21,24,0.5776296887867519
12381,PT_Hydro_Reservoir,PT_E_Demand,2050,3,1.0,1.0,1,4,0.0
12382,PT_Hydro_Reservoir,PT_E_Demand,2050,3,1.0,1.0,5,8,0.0
12383,PT_Hydro_Reservoir,PT_E_Demand,2050,3,1.0,1.0,9,12,0.0
12384,PT_Hydro_Reservoir,PT_E_Demand,2050,3,1.0,1.0,13,16,0.0
12385,PT_Hydro_Reservoir,PT_E_Demand,2050,3,1.0,1.0,17,20,0.0
12386,PT_Hydro_Reservoir,PT_E_Demand,2050,3,1.0,1.0,21,24,0.0
12387,PT_Pump_Hydro_Open,PT_E_Demand,2050,3,1.0,1.0,1,4,2.0192367642010325
12388,PT_Pump_Hydro_Open,PT_E_Demand,2050,3,1.0,1.0,5,8,3.1676976169940123
12389,PT_Pump_Hydro_Open,PT_E_Demand,2050,3,1.0,1.0,9,12,2.039911287877658
12390,PT_Pump_Hydro_Open,PT_E_Demand,2050,3,1.0,1.0,13,16,0.0
12391,PT_Pump_Hydro_Open,PT_E_Demand,2050,3,1.0,1.0,17,20,0.0
12392,PT_Pump_Hydro_Open,PT_E_Demand,2050,3,1.0,1.0,21,24,2.7820471959051747
12393,PT_Solar,PT_E_Demand,2050,3,1.0,1.0,1,4,0.0
12394,PT_Solar,PT_E_Demand,2050,3,1.0,1.0,5,8,0.0
12395,PT_Solar,PT_E_Demand,2050,3,1.0,1.0,9,12,4.858722339328001
12396,PT_Solar,PT_E_Demand,2050,3,1.0,1.0,13,16,6.142017095094575
12397,PT_Solar,PT_E_Demand,2050,3,1.0,1.0,17,20,5.1416649018800005
12398,PT_Solar,PT_E_Demand,2050,3,1.0,1.0,21,24,0.0
12399,PT_Wind_Offshore,PT_E_Demand,2050,3,1.0,1.0,1,4,4.539264552463489
12400,PT_Wind_Offshore,PT_E_Demand,2050,3,1.0,1.0,5,8,4.412272577664395
12401,PT_Wind_Offshore,PT_E_Demand,2050,3,1.0,1.0,9,12,4.309242232709653
12402,PT_Wind_Offshore,PT_E_Demand,2050,3,1.0,1.0,13,16,4.1708453503686105
12403,PT_Wind_Offshore,PT_E_Demand,2050,3,1.0,1.0,17,20,4.573758751325963
12404,PT_Wind_Offshore,PT_E_Demand,2050,3,1.0,1.0,21,24,4.715602124229972
12405,PT_Wind_Onshore,PT_E_Demand,2050,3,1.0,1.0,1,4,4.688659702558
12406,PT_Wind_Onshore,PT_E_Demand,2050,3,1.0,1.0,5,8,4.502354261522001
12407,PT_Wind_Onshore,PT_E_Demand,2050,3,1.0,1.0,9,12,4.208827930658002
12408,PT_Wind_Onshore,PT_E_Demand,2050,3,1.0,1.0,13,16,3.433471517034001
12409,PT_Wind_Onshore,PT_E_Demand,2050,3,1.0,1.0,17,20,3.9482664447980005
12410,PT_Wind_Onshore,PT_E_Demand,2050,3,1.0,1.0,21,24,4.855251868272
12411,PT_electrolyzer,PT_H_Demand,2050,3,1.0,1.0,1,4,3.515981735
12412,PT_electrolyzer,PT_H_Demand,2050,3,1.0,1.0,5,8,3.515981735
12413,PT_electrolyzer,PT_H_Demand,2050,3,1.0,1.0,9,12,3.515981735
12414,PT_electrolyzer,PT_H_Demand,2050,3,1.0,1.0,13,16,3.515981735
12415,PT_electrolyzer,PT_H_Demand,2050,3,1.0,1.0,17,20,3.515981735
12416,PT_electrolyzer,PT_H_Demand,2050,3,1.0,1.0,21,24,3.515981735
12417,RO_Battery,RO_E_Demand,2050,3,1.0,1.0,1,4,0.0
12418,RO_Battery,RO_E_Demand,2050,3,1.0,1.0,5,8,0.0
12419,RO_Battery,RO_E_Demand,2050,3,1.0,1.0,9,12,0.0
12420,RO_Battery,RO_E_Demand,2050,3,1.0,1.0,13,16,0.0
12421,RO_Battery,RO_E_Demand,2050,3,1.0,1.0,17,20,1.0095
12422,RO_Battery,RO_E_Demand,2050,3,1.0,1.0,21,24,0.0
12423,RO_Coal,RO_E_Demand,2050,3,1.0,1.0,1,4,0.0
12424,RO_Coal,RO_E_Demand,2050,3,1.0,1.0,5,8,0.0
12425,RO_Coal,RO_E_Demand,2050,3,1.0,1.0,9,12,0.0
12426,RO_Coal,RO_E_Demand,2050,3,1.0,1.0,13,16,0.0
12427,RO_Coal,RO_E_Demand,2050,3,1.0,1.0,17,20,0.0
12428,RO_Coal,RO_E_Demand,2050,3,1.0,1.0,21,24,0.0
12429,RO_E_Demand,RO_electrolyzer,2050,3,1.0,1.0,1,4,4.897260274
12430,RO_E_Demand,RO_electrolyzer,2050,3,1.0,1.0,5,8,4.897260274
12431,RO_E_Demand,RO_electrolyzer,2050,3,1.0,1.0,9,12,4.897260274
12432,RO_E_Demand,RO_electrolyzer,2050,3,1.0,1.0,13,16,4.897260274
12433,RO_E_Demand,RO_electrolyzer,2050,3,1.0,1.0,17,20,4.897260274
12434,RO_E_Demand,RO_electrolyzer,2050,3,1.0,1.0,21,24,4.897260274
12435,RO_E_ENS,RO_E_Demand,2050,3,1.0,1.0,1,4,0.0
12436,RO_E_ENS,RO_E_Demand,2050,3,1.0,1.0,5,8,0.0
12437,RO_E_ENS,RO_E_Demand,2050,3,1.0,1.0,9,12,0.0
12438,RO_E_ENS,RO_E_Demand,2050,3,1.0,1.0,13,16,0.0
12439,RO_E_ENS,RO_E_Demand,2050,3,1.0,1.0,17,20,0.0
12440,RO_E_ENS,RO_E_Demand,2050,3,1.0,1.0,21,24,0.0
12441,RO_Gas,RO_E_Demand,2050,3,1.0,1.0,1,4,0.0
12442,RO_Gas,RO_E_Demand,2050,3,1.0,1.0,5,8,0.0
12443,RO_Gas,RO_E_Demand,2050,3,1.0,1.0,9,12,0.0
12444,RO_Gas,RO_E_Demand,2050,3,1.0,1.0,13,16,0.0
12445,RO_Gas,RO_E_Demand,2050,3,1.0,1.0,17,20,0.0
12446,RO_Gas,RO_E_Demand,2050,3,1.0,1.0,21,24,0.0
12447,RO_Hydro,RO_E_Demand,2050,3,1.0,1.0,1,4,2.249104497087024
12448,RO_Hydro,RO_E_Demand,2050,3,1.0,1.0,5,8,2.249104497087024
