id,from_asset,to_asset,milestone_year,rep_period,capacity_coefficient,conversion_coefficient,time_block_start,time_block_end,solution
1636,MT_electrolyzer,MT_H_Demand,2050,1,1.0,1.0,5,8,0.0
1637,MT_electrolyzer,MT_H_Demand,2050,1,1.0,1.0,9,12,0.06019556610104587
1638,MT_electrolyzer,MT_H_Demand,2050,1,1.0,1.0,13,16,0.06059885186182126
1639,MT_electrolyzer,MT_H_Demand,2050,1,1.0,1.0,17,20,0.0
1640,MT_electrolyzer,MT_H_Demand,2050,1,1.0,1.0,21,24,0.0
1641,NL_Battery,NL_E_Demand,2050,1,1.0,1.0,1,1,0.0
1642,NL_Battery,NL_E_Demand,2050,1,1.0,1.0,2,2,0.0
1643,NL_Battery,NL_E_Demand,2050,1,1.0,1.0,3,3,0.0
1644,NL_Battery,NL_E_Demand,2050,1,1.0,1.0,4,4,0.0
1645,NL_Battery,NL_E_Demand,2050,1,1.0,1.0,5,5,0.0
1646,NL_Battery,NL_E_Demand,2050,1,1.0,1.0,6,6,0.0
1647,NL_Battery,NL_E_Demand,2050,1,1.0,1.0,7,7,0.0
1648,NL_Battery,NL_E_Demand,2050,1,1.0,1.0,8,8,0.0
1649,NL_Battery,NL_E_Demand,2050,1,1.0,1.0,9,9,0.0
1650,NL_Battery,NL_E_Demand,2050,1,1.0,1.0,10,10,0.0
1651,NL_Battery,NL_E_Demand,2050,1,1.0,1.0,11,11,0.0
1652,NL_Battery,NL_E_Demand,2050,1,1.0,1.0,12,12,0.0
1653,NL_Battery,NL_E_Demand,2050,1,1.0,1.0,13,13,0.0
1654,NL_Battery,NL_E_Demand,2050,1,1.0,1.0,14,14,0.0
1655,NL_Battery,NL_E_Demand,2050,1,1.0,1.0,15,15,0.0
1656,NL_Battery,NL_E_Demand,2050,1,1.0,1.0,16,16,0.0
1657,NL_Battery,NL_E_Demand,2050,1,1.0,1.0,17,17,0.0
1658,NL_Battery,NL_E_Demand,2050,1,1.0,1.0,18,18,0.0
1659,NL_Battery,NL_E_Demand,2050,1,1.0,1.0,19,19,0.0
1660,NL_Battery,NL_E_Demand,2050,1,1.0,1.0,20,20,0.0
1661,NL_Battery,NL_E_Demand,2050,1,1.0,1.0,21,21,0.0
1662,NL_Battery,NL_E_Demand,2050,1,1.0,1.0,22,22,0.0
1663,NL_Battery,NL_E_Demand,2050,1,1.0,1.0,23,23,0.0
1664,NL_Battery,NL_E_Demand,2050,1,1.0,1.0,24,24,0.0
1665,NL_E_Demand,NL_electrolyzer,2050,1,1.0,1.0,1,1,16.00456621
1666,NL_E_Demand,NL_electrolyzer,2050,1,1.0,1.0,2,2,16.00456621
1667,NL_E_Demand,NL_electrolyzer,2050,1,1.0,1.0,3,3,16.00456621
1668,NL_E_Demand,NL_electrolyzer,2050,1,1.0,1.0,4,4,16.00456621
1669,NL_E_Demand,NL_electrolyzer,2050,1,1.0,1.0,5,5,16.00456621
1670,NL_E_Demand,NL_electrolyzer,2050,1,1.0,1.0,6,6,16.00456621
1671,NL_E_Demand,NL_electrolyzer,2050,1,1.0,1.0,7,7,16.00456621
1672,NL_E_Demand,NL_electrolyzer,2050,1,1.0,1.0,8,8,16.00456621
1673,NL_E_Demand,NL_electrolyzer,2050,1,1.0,1.0,9,9,16.00456621
1674,NL_E_Demand,NL_electrolyzer,2050,1,1.0,1.0,10,10,16.00456621
1675,NL_E_Demand,NL_electrolyzer,2050,1,1.0,1.0,11,11,16.00456621
1676,NL_E_Demand,NL_electrolyzer,2050,1,1.0,1.0,12,12,16.00456621
1677,NL_E_Demand,NL_electrolyzer,2050,1,1.0,1.0,13,13,16.00456621
1678,NL_E_Demand,NL_electrolyzer,2050,1,1.0,1.0,14,14,16.00456621
1679,NL_E_Demand,NL_electrolyzer,2050,1,1.0,1.0,15,15,16.00456621
1680,NL_E_Demand,NL_electrolyzer,2050,1,1.0,1.0,16,16,16.00456621
1681,NL_E_Demand,NL_electrolyzer,2050,1,1.0,1.0,17,17,16.00456621
1682,NL_E_Demand,NL_electrolyzer,2050,1,1.0,1.0,18,18,16.00456621
1683,NL_E_Demand,NL_electrolyzer,2050,1,1.0,1.0,19,19,16.00456621
1684,NL_E_Demand,NL_electrolyzer,2050,1,1.0,1.0,20,20,16.00456621
1685,NL_E_Demand,NL_electrolyzer,2050,1,1.0,1.0,21,21,16.00456621
1686,NL_E_Demand,NL_electrolyzer,2050,1,1.0,1.0,22,22,16.00456621
1687,NL_E_Demand,NL_electrolyzer,2050,1,1.0,1.0,23,23,16.00456621
1688,NL_E_Demand,NL_electrolyzer,2050,1,1.0,1.0,24,24,16.00456621
1689,NL_E_ENS,NL_E_Demand,2050,1,1.0,1.0,1,1,0.0
1690,NL_E_ENS,NL_E_Demand,2050,1,1.0,1.0,2,2,0.0
1691,NL_E_ENS,NL_E_Demand,2050,1,1.0,1.0,3,3,0.0
1692,NL_E_ENS,NL_E_Demand,2050,1,1.0,1.0,4,4,0.0
1693,NL_E_ENS,NL_E_Demand,2050,1,1.0,1.0,5,5,0.0
1694,NL_E_ENS,NL_E_Demand,2050,1,1.0,1.0,6,6,0.0
1695,NL_E_ENS,NL_E_Demand,2050,1,1.0,1.0,7,7,0.0
1696,NL_E_ENS,NL_E_Demand,2050,1,1.0,1.0,8,8,0.0
1697,NL_E_ENS,NL_E_Demand,2050,1,1.0,1.0,9,9,0.0
1698,NL_E_ENS,NL_E_Demand,2050,1,1.0,1.0,10,10,0.0
1699,NL_E_ENS,NL_E_Demand,2050,1,1.0,1.0,11,11,0.0
1700,NL_E_ENS,NL_E_Demand,2050,1,1.0,1.0,12,12,0.0
1701,NL_E_ENS,NL_E_Demand,2050,1,1.0,1.0,13,13,0.0
1702,NL_E_ENS,NL_E_Demand,2050,1,1.0,1.0,14,14,0.0
1703,NL_E_ENS,NL_E_Demand,2050,1,1.0,1.0,15,15,0.0
1704,NL_E_ENS,NL_E_Demand,2050,1,1.0,1.0,16,16,0.0
1705,NL_E_ENS,NL_E_Demand,2050,1,1.0,1.0,17,17,0.0
1706,NL_E_ENS,NL_E_Demand,2050,1,1.0,1.0,18,18,0.0
1707,NL_E_ENS,NL_E_Demand,2050,1,1.0,1.0,19,19,0.0
1708,NL_E_ENS,NL_E_Demand,2050,1,1.0,1.0,20,20,0.0
1709,NL_E_ENS,NL_E_Demand,2050,1,1.0,1.0,21,21,0.0
1710,NL_E_ENS,NL_E_Demand,2050,1,1.0,1.0,22,22,0.0
1711,NL_E_ENS,NL_E_Demand,2050,1,1.0,1.0,23,23,0.0
1712,NL_E_ENS,NL_E_Demand,2050,1,1.0,1.0,24,24,0.0
1713,NL_Gas,NL_E_Demand,2050,1,1.0,1.0,1,1,0.0
1714,NL_Gas,NL_E_Demand,2050,1,1.0,1.0,2,2,0.0
1715,NL_Gas,NL_E_Demand,2050,1,1.0,1.0,3,3,0.0
1716,NL_Gas,NL_E_Demand,2050,1,1.0,1.0,4,4,0.0
1717,NL_Gas,NL_E_Demand,2050,1,1.0,1.0,5,5,0.0
1718,NL_Gas,NL_E_Demand,2050,1,1.0,1.0,6,6,0.0
1719,NL_Gas,NL_E_Demand,2050,1,1.0,1.0,7,7,0.0
1720,NL_Gas,NL_E_Demand,2050,1,1.0,1.0,8,8,0.0
1721,NL_Gas,NL_E_Demand,2050,1,1.0,1.0,9,9,0.0
1722,NL_Gas,NL_E_Demand,2050,1,1.0,1.0,10,10,0.0
1723,NL_Gas,NL_E_Demand,2050,1,1.0,1.0,11,11,0.0
1724,NL_Gas,NL_E_Demand,2050,1,1.0,1.0,12,12,0.0
1725,NL_Gas,NL_E_Demand,2050,1,1.0,1.0,13,13,0.0
1726,NL_Gas,NL_E_Demand,2050,1,1.0,1.0,14,14,0.0
1727,NL_Gas,NL_E_Demand,2050,1,1.0,1.0,15,15,0.0
1728,NL_Gas,NL_E_Demand,2050,1,1.0,1.0,16,16,0.0
1729,NL_Gas,NL_E_Demand,2050,1,1.0,1.0,17,17,0.0
1730,NL_Gas,NL_E_Demand,2050,1,1.0,1.0,18,18,0.0
1731,NL_Gas,NL_E_Demand,2050,1,1.0,1.0,19,19,0.0
1732,NL_Gas,NL_E_Demand,2050,1,1.0,1.0,20,20,0.0
1733,NL_Gas,NL_E_Demand,2050,1,1.0,1.0,21,21,0.0
1734,NL_Gas,NL_E_Demand,2050,1,1.0,1.0,22,22,0.0
1735,NL_Gas,NL_E_Demand,2050,1,1.0,1.0,23,23,0.0
1736,NL_Gas,NL_E_Demand,2050,1,1.0,1.0,24,24,0.0
1737,NL_OCGT,NL_E_Demand,2050,1,1.0,1.0,1,1,0.0
1738,NL_OCGT,NL_E_Demand,2050,1,1.0,1.0,2,2,0.0
1739,NL_OCGT,NL_E_Demand,2050,1,1.0,1.0,3,3,0.0
1740,NL_OCGT,NL_E_Demand,2050,1,1.0,1.0,4,4,0.0
1741,NL_OCGT,NL_E_Demand,2050,1,1.0,1.0,5,5,0.0
1742,NL_OCGT,NL_E_Demand,2050,1,1.0,1.0,6,6,0.0
1743,NL_OCGT,NL_E_Demand,2050,1,1.0,1.0,7,7,0.0
1744,NL_OCGT,NL_E_Demand,2050,1,1.0,1.0,8,8,0.0
1745,NL_OCGT,NL_E_Demand,2050,1,1.0,1.0,9,9,0.0
1746,NL_OCGT,NL_E_Demand,2050,1,1.0,1.0,10,10,0.0
1747,NL_OCGT,NL_E_Demand,2050,1,1.0,1.0,11,11,0.0
1748,NL_OCGT,NL_E_Demand,2050,1,1.0,1.0,12,12,0.0
1749,NL_OCGT,NL_E_Demand,2050,1,1.0,1.0,13,13,0.0
1750,NL_OCGT,NL_E_Demand,2050,1,1.0,1.0,14,14,0.0
1751,NL_OCGT,NL_E_Demand,2050,1,1.0,1.0,15,15,0.0
1752,NL_OCGT,NL_E_Demand,2050,1,1.0,1.0,16,16,0.0
1753,NL_OCGT,NL_E_Demand,2050,1,1.0,1.0,17,17,0.0
1754,NL_OCGT,NL_E_Demand,2050,1,1.0,1.0,18,18,0.0
1755,NL_OCGT,NL_E_Demand,2050,1,1.0,1.0,19,19,0.0
1756,NL_OCGT,NL_E_Demand,2050,1,1.0,1.0,20,20,0.0
1757,NL_OCGT,NL_E_Demand,2050,1,1.0,1.0,21,21,0.0
1758,NL_OCGT,NL_E_Demand,2050,1,1.0,1.0,22,22,0.0
1759,NL_OCGT,NL_E_Demand,2050,1,1.0,1.0,23,23,0.0
1760,NL_OCGT,NL_E_Demand,2050,1,1.0,1.0,24,24,0.0
1761,NL_Solar,NL_E_Demand,2050,1,1.0,1.0,1,1,0.0
1762,NL_Solar,NL_E_Demand,2050,1,1.0,1.0,2,2,0.0
1763,NL_Solar,NL_E_Demand,2050,1,1.0,1.0,3,3,0.0
1764,NL_Solar,NL_E_Demand,2050,1,1.0,1.0,4,4,0.0
1765,NL_Solar,NL_E_Demand,2050,1,1.0,1.0,5,5,0.0
1766,NL_Solar,NL_E_Demand,2050,1,1.0,1.0,6,6,0.08461721756920755
1767,NL_Solar,NL_E_Demand,2050,1,1.0,1.0,7,7,1.7734178086872454
1768,NL_Solar,NL_E_Demand,2050,1,1.0,1.0,8,8,0.0
1769,NL_Solar,NL_E_Demand,2050,1,1.0,1.0,9,9,13.464255455729976
1770,NL_Solar,NL_E_Demand,2050,1,1.0,1.0,10,10,9.027027068537013
1771,NL_Solar,NL_E_Demand,2050,1,1.0,1.0,11,11,0.0
1772,NL_Solar,NL_E_Demand,2050,1,1.0,1.0,12,12,0.0
1773,NL_Solar,NL_E_Demand,2050,1,1.0,1.0,13,13,0.0
1774,NL_Solar,NL_E_Demand,2050,1,1.0,1.0,14,14,0.0
1775,NL_Solar,NL_E_Demand,2050,1,1.0,1.0,15,15,0.0
1776,NL_Solar,NL_E_Demand,2050,1,1.0,1.0,16,16,12.077497570821333
1777,NL_Solar,NL_E_Demand,2050,1,1.0,1.0,17,17,0.0
1778,NL_Solar,NL_E_Demand,2050,1,1.0,1.0,18,18,0.0
1779,NL_Solar,NL_E_Demand,2050,1,1.0,1.0,19,19,10.14901581270793
1780,NL_Solar,NL_E_Demand,2050,1,1.0,1.0,20,20,2.5112681601541125
1781,NL_Solar,NL_E_Demand,2050,1,1.0,1.0,21,21,0.26802339618656595
1782,NL_Solar,NL_E_Demand,2050,1,1.0,1.0,22,22,0.0
1783,NL_Solar,NL_E_Demand,2050,1,1.0,1.0,23,23,0.0
1784,NL_Solar,NL_E_Demand,2050,1,1.0,1.0,24,24,0.0
1785,NL_Wind_Offshore,NL_E_Demand,2050,1,1.0,1.0,1,1,25.83748986552755
1786,NL_Wind_Offshore,NL_E_Demand,2050,1,1.0,1.0,2,2,26.149724126710893
1787,NL_Wind_Offshore,NL_E_Demand,2050,1,1.0,1.0,3,3,26.16950104636449
1788,NL_Wind_Offshore,NL_E_Demand,2050,1,1.0,1.0,4,4,26.07297657369792
1789,NL_Wind_Offshore,NL_E_Demand,2050,1,1.0,1.0,5,5,25.200401910015223
1790,NL_Wind_Offshore,NL_E_Demand,2050,1,1.0,1.0,6,6,24.640469703892023
1791,NL_Wind_Offshore,NL_E_Demand,2050,1,1.0,1.0,7,7,23.999362830343866
1792,NL_Wind_Offshore,NL_E_Demand,2050,1,1.0,1.0,8,8,22.757460016910915
1793,NL_Wind_Offshore,NL_E_Demand,2050,1,1.0,1.0,9,9,24.227634733707305
1794,NL_Wind_Offshore,NL_E_Demand,2050,1,1.0,1.0,10,10,24.21256012787607
1795,NL_Wind_Offshore,NL_E_Demand,2050,1,1.0,1.0,11,11,12.635218100768695
1796,NL_Wind_Offshore,NL_E_Demand,2050,1,1.0,1.0,12,12,13.557002957566466
1797,NL_Wind_Offshore,NL_E_Demand,2050,1,1.0,1.0,13,13,13.27850101809419
1798,NL_Wind_Offshore,NL_E_Demand,2050,1,1.0,1.0,14,14,12.876701202842439
1799,NL_Wind_Offshore,NL_E_Demand,2050,1,1.0,1.0,15,15,12.6613987641612
1800,NL_Wind_Offshore,NL_E_Demand,2050,1,1.0,1.0,16,16,23.230633682349254
1801,NL_Wind_Offshore,NL_E_Demand,2050,1,1.0,1.0,17,17,12.891740779857631
1802,NL_Wind_Offshore,NL_E_Demand,2050,1,1.0,1.0,18,18,22.234486089795446
1803,NL_Wind_Offshore,NL_E_Demand,2050,1,1.0,1.0,19,19,22.747909433870973
1804,NL_Wind_Offshore,NL_E_Demand,2050,1,1.0,1.0,20,20,22.59321248494324
1805,NL_Wind_Offshore,NL_E_Demand,2050,1,1.0,1.0,21,21,22.350871387166524
1806,NL_Wind_Offshore,NL_E_Demand,2050,1,1.0,1.0,22,22,22.92121494581476
1807,NL_Wind_Offshore,NL_E_Demand,2050,1,1.0,1.0,23,23,22.97788880600368
1808,NL_Wind_Offshore,NL_E_Demand,2050,1,1.0,1.0,24,24,23.928290124321993
1809,NL_Wind_Onshore,NL_E_Demand,2050,1,1.0,1.0,1,1,9.797207981698113
1810,NL_Wind_Onshore,NL_E_Demand,2050,1,1.0,1.0,2,2,9.753859880754716
1811,NL_Wind_Onshore,NL_E_Demand,2050,1,1.0,1.0,3,3,9.69126918924528
1812,NL_Wind_Onshore,NL_E_Demand,2050,1,1.0,1.0,4,4,9.56718935094339
1813,NL_Wind_Onshore,NL_E_Demand,2050,1,1.0,1.0,5,5,9.442050262075474
1814,NL_Wind_Onshore,NL_E_Demand,2050,1,1.0,1.0,6,6,9.299656969056606
1815,NL_Wind_Onshore,NL_E_Demand,2050,1,1.0,1.0,7,7,9.03468214226415
1816,NL_Wind_Onshore,NL_E_Demand,2050,1,1.0,1.0,8,8,8.510553673584901
1817,NL_Wind_Onshore,NL_E_Demand,2050,1,1.0,1.0,9,9,7.95651543735849
1818,NL_Wind_Onshore,NL_E_Demand,2050,1,1.0,1.0,10,10,7.549834693773583
1819,NL_Wind_Onshore,NL_E_Demand,2050,1,1.0,1.0,11,11,7.513517462075468
1820,NL_Wind_Onshore,NL_E_Demand,2050,1,1.0,1.0,12,12,6.764674732075475
1821,NL_Wind_Onshore,NL_E_Demand,2050,1,1.0,1.0,13,13,7.330379263396228
1822,NL_Wind_Onshore,NL_E_Demand,2050,1,1.0,1.0,14,14,7.78023025773585
1823,NL_Wind_Onshore,NL_E_Demand,2050,1,1.0,1.0,15,15,8.093065123962264
1824,NL_Wind_Onshore,NL_E_Demand,2050,1,1.0,1.0,16,16,8.264117961132074
1825,NL_Wind_Onshore,NL_E_Demand,2050,1,1.0,1.0,17,17,8.351639654339621
1826,NL_Wind_Onshore,NL_E_Demand,2050,1,1.0,1.0,18,18,8.369280286603772
1827,NL_Wind_Onshore,NL_E_Demand,2050,1,1.0,1.0,19,19,8.321568538301886
1828,NL_Wind_Onshore,NL_E_Demand,2050,1,1.0,1.0,20,20,8.275777739433961
1829,NL_Wind_Onshore,NL_E_Demand,2050,1,1.0,1.0,21,21,8.582093193773582
1830,NL_Wind_Onshore,NL_E_Demand,2050,1,1.0,1.0,22,22,8.93363071
1831,NL_Wind_Onshore,NL_E_Demand,2050,1,1.0,1.0,23,23,9.063886417547172
1832,NL_Wind_Onshore,NL_E_Demand,2050,1,1.0,1.0,24,24,9.259424670566037
1833,NL_electrolyzer,NL_H_Demand,2050,1,1.0,1.0,1,1,16.00456621
1834,NL_electrolyzer,NL_H_Demand,2050,1,1.0,1.0,2,2,16.00456621
1835,NL_electrolyzer,NL_H_Demand,2050,1,1.0,1.0,3,3,16.00456621
1836,NL_electrolyzer,NL_H_Demand,2050,1,1.0,1.0,4,4,16.00456621
1837,NL_electrolyzer,NL_H_Demand,2050,1,1.0,1.0,5,5,16.00456621
1838,NL_electrolyzer,NL_H_Demand,2050,1,1.0,1.0,6,6,16.00456621
1839,NL_electrolyzer,NL_H_Demand,2050,1,1.0,1.0,7,7,16.00456621
1840,NL_electrolyzer,NL_H_Demand,2050,1,1.0,1.0,8,8,16.00456621
1841,NL_electrolyzer,NL_H_Demand,2050,1,1.0,1.0,9,9,16.00456621
1842,NL_electrolyzer,NL_H_Demand,2050,1,1.0,1.0,10,10,16.00456621
1843,NL_electrolyzer,NL_H_Demand,2050,1,1.0,1.0,11,11,16.00456621
1844,NL_electrolyzer,NL_H_Demand,2050,1,1.0,1.0,12,12,16.00456621
1845,NL_electrolyzer,NL_H_Demand,2050,1,1.0,1.0,13,13,16.00456621
1846,NL_electrolyzer,NL_H_Demand,2050,1,1.0,1.0,14,14,16.00456621
1847,NL_electrolyzer,NL_H_Demand,2050,1,1.0,1.0,15,15,16.00456621
1848,NL_electrolyzer,NL_H_Demand,2050,1,1.0,1.0,16,16,16.00456621
1849,NL_electrolyzer,NL_H_Demand,2050,1,1.0,1.0,17,17,16.00456621
1850,NL_electrolyzer,NL_H_Demand,2050,1,1.0,1.0,18,18,16.00456621
1851,NL_electrolyzer,NL_H_Demand,2050,1,1.0,1.0,19,19,16.00456621
1852,NL_electrolyzer,NL_H_Demand,2050,1,1.0,1.0,20,20,16.00456621
1853,NL_electrolyzer,NL_H_Demand,2050,1,1.0,1.0,21,21,16.00456621
1854,NL_electrolyzer,NL_H_Demand,2050,1,1.0,1.0,22,22,16.00456621
1855,NL_electrolyzer,NL_H_Demand,2050,1,1.0,1.0,23,23,16.00456621
1856,NL_electrolyzer,NL_H_Demand,2050,1,1.0,1.0,24,24,16.00456621
1857,NO_E_Demand,UK_E_Demand,2050,1,1.0,1.0,1,1,3.232867710195981
1858,NO_E_Demand,UK_E_Demand,2050,1,1.0,1.0,2,2,3.4
1859,NO_E_Demand,UK_E_Demand,2050,1,1.0,1.0,3,3,3.4
1860,NO_E_Demand,UK_E_Demand,2050,1,1.0,1.0,4,4,2.929992662931223
1861,NO_E_Demand,UK_E_Demand,2050,1,1.0,1.0,5,5,-3.4
1862,NO_E_Demand,UK_E_Demand,2050,1,1.0,1.0,6,6,-2.9509837824733474
1863,NO_E_Demand,UK_E_Demand,2050,1,1.0,1.0,7,7,1.650596845819809
1864,NO_E_Demand,UK_E_Demand,2050,1,1.0,1.0,8,8,3.4
1865,NO_E_Demand,UK_E_Demand,2050,1,1.0,1.0,9,9,-3.4
1866,NO_E_Demand,UK_E_Demand,2050,1,1.0,1.0,10,10,-3.4
1867,NO_E_Demand,UK_E_Demand,2050,1,1.0,1.0,11,11,-3.4
1868,NO_E_Demand,UK_E_Demand,2050,1,1.0,1.0,12,12,-3.4
1869,NO_E_Demand,UK_E_Demand,2050,1,1.0,1.0,13,13,-3.4
1870,NO_E_Demand,UK_E_Demand,2050,1,1.0,1.0,14,14,-3.4
1871,NO_E_Demand,UK_E_Demand,2050,1,1.0,1.0,15,15,-3.4
1872,NO_E_Demand,UK_E_Demand,2050,1,1.0,1.0,16,16,-3.2075941365225145
1873,NO_E_Demand,UK_E_Demand,2050,1,1.0,1.0,17,17,1.6342606122129686
1874,NO_E_Demand,UK_E_Demand,2050,1,1.0,1.0,18,18,3.4
1875,NO_E_Demand,UK_E_Demand,2050,1,1.0,1.0,19,19,3.4
1876,NO_E_Demand,UK_E_Demand,2050,1,1.0,1.0,20,20,3.4
1877,NO_E_Demand,UK_E_Demand,2050,1,1.0,1.0,21,21,3.4
1878,NO_E_Demand,UK_E_Demand,2050,1,1.0,1.0,22,22,3.4
1879,NO_E_Demand,UK_E_Demand,2050,1,1.0,1.0,23,23,3.4
1880,NO_E_Demand,UK_E_Demand,2050,1,1.0,1.0,24,24,3.4
1881,NO_E_ENS,NO_E_Demand,2050,1,1.0,1.0,1,1,0.0
1882,NO_E_ENS,NO_E_Demand,2050,1,1.0,1.0,2,2,0.0
1883,NO_E_ENS,NO_E_Demand,2050,1,1.0,1.0,3,3,0.0
1884,NO_E_ENS,NO_E_Demand,2050,1,1.0,1.0,4,4,0.0
1885,NO_E_ENS,NO_E_Demand,2050,1,1.0,1.0,5,5,0.0
1886,NO_E_ENS,NO_E_Demand,2050,1,1.0,1.0,6,6,0.0
1887,NO_E_ENS,NO_E_Demand,2050,1,1.0,1.0,7,7,0.0
1888,NO_E_ENS,NO_E_Demand,2050,1,1.0,1.0,8,8,0.0
1889,NO_E_ENS,NO_E_Demand,2050,1,1.0,1.0,9,9,0.0
1890,NO_E_ENS,NO_E_Demand,2050,1,1.0,1.0,10,10,0.0
1891,NO_E_ENS,NO_E_Demand,2050,1,1.0,1.0,11,11,0.0
1892,NO_E_ENS,NO_E_Demand,2050,1,1.0,1.0,12,12,0.0
1893,NO_E_ENS,NO_E_Demand,2050,1,1.0,1.0,13,13,0.0
1894,NO_E_ENS,NO_E_Demand,2050,1,1.0,1.0,14,14,0.0
1895,NO_E_ENS,NO_E_Demand,2050,1,1.0,1.0,15,15,0.0
1896,NO_E_ENS,NO_E_Demand,2050,1,1.0,1.0,16,16,0.0
1897,NO_E_ENS,NO_E_Demand,2050,1,1.0,1.0,17,17,0.0
1898,NO_E_ENS,NO_E_Demand,2050,1,1.0,1.0,18,18,0.0
1899,NO_E_ENS,NO_E_Demand,2050,1,1.0,1.0,19,19,0.0
1900,NO_E_ENS,NO_E_Demand,2050,1,1.0,1.0,20,20,0.0
1901,NO_E_ENS,NO_E_Demand,2050,1,1.0,1.0,21,21,0.0
1902,NO_E_ENS,NO_E_Demand,2050,1,1.0,1.0,22,22,0.0
1903,NO_E_ENS,NO_E_Demand,2050,1,1.0,1.0,23,23,0.0
1904,NO_E_ENS,NO_E_Demand,2050,1,1.0,1.0,24,24,0.0
1905,NO_Hydro_Reservoir,NO_E_Demand,2050,1,1.0,1.0,1,1,30.728
1906,NO_Hydro_Reservoir,NO_E_Demand,2050,1,1.0,1.0,2,2,30.728
1907,NO_Hydro_Reservoir,NO_E_Demand,2050,1,1.0,1.0,3,3,30.728
1908,NO_Hydro_Reservoir,NO_E_Demand,2050,1,1.0,1.0,4,4,30.728
1909,NO_Hydro_Reservoir,NO_E_Demand,2050,1,1.0,1.0,5,5,30.728
1910,NO_Hydro_Reservoir,NO_E_Demand,2050,1,1.0,1.0,6,6,30.728
1911,NO_Hydro_Reservoir,NO_E_Demand,2050,1,1.0,1.0,7,7,30.728
1912,NO_Hydro_Reservoir,NO_E_Demand,2050,1,1.0,1.0,8,8,30.728
1913,NO_Hydro_Reservoir,NO_E_Demand,2050,1,1.0,1.0,9,9,30.728
1914,NO_Hydro_Reservoir,NO_E_Demand,2050,1,1.0,1.0,10,10,30.728
1915,NO_Hydro_Reservoir,NO_E_Demand,2050,1,1.0,1.0,11,11,30.728
1916,NO_Hydro_Reservoir,NO_E_Demand,2050,1,1.0,1.0,12,12,30.728
1917,NO_Hydro_Reservoir,NO_E_Demand,2050,1,1.0,1.0,13,13,30.728
1918,NO_Hydro_Reservoir,NO_E_Demand,2050,1,1.0,1.0,14,14,30.728
1919,NO_Hydro_Reservoir,NO_E_Demand,2050,1,1.0,1.0,15,15,30.728
1920,NO_Hydro_Reservoir,NO_E_Demand,2050,1,1.0,1.0,16,16,30.728
1921,NO_Hydro_Reservoir,NO_E_Demand,2050,1,1.0,1.0,17,17,30.728
1922,NO_Hydro_Reservoir,NO_E_Demand,2050,1,1.0,1.0,18,18,30.728
1923,NO_Hydro_Reservoir,NO_E_Demand,2050,1,1.0,1.0,19,19,30.728
1924,NO_Hydro_Reservoir,NO_E_Demand,2050,1,1.0,1.0,20,20,30.728
1925,NO_Hydro_Reservoir,NO_E_Demand,2050,1,1.0,1.0,21,21,30.728
1926,NO_Hydro_Reservoir,NO_E_Demand,2050,1,1.0,1.0,22,22,30.728
1927,NO_Hydro_Reservoir,NO_E_Demand,2050,1,1.0,1.0,23,23,30.728
1928,NO_Hydro_Reservoir,NO_E_Demand,2050,1,1.0,1.0,24,24,30.728
1929,NO_Pump_Hydro_Open,NO_E_Demand,2050,1,1.0,1.0,1,1,0.76
1930,NO_Pump_Hydro_Open,NO_E_Demand,2050,1,1.0,1.0,2,2,0.0
1931,NO_Pump_Hydro_Open,NO_E_Demand,2050,1,1.0,1.0,3,3,0.0
1932,NO_Pump_Hydro_Open,NO_E_Demand,2050,1,1.0,1.0,4,4,0.0
1933,NO_Pump_Hydro_Open,NO_E_Demand,2050,1,1.0,1.0,5,5,0.0
1934,NO_Pump_Hydro_Open,NO_E_Demand,2050,1,1.0,1.0,6,6,0.76
1935,NO_Pump_Hydro_Open,NO_E_Demand,2050,1,1.0,1.0,7,7,0.76
1936,NO_Pump_Hydro_Open,NO_E_Demand,2050,1,1.0,1.0,8,8,0.0
1937,NO_Pump_Hydro_Open,NO_E_Demand,2050,1,1.0,1.0,9,9,0.0
1938,NO_Pump_Hydro_Open,NO_E_Demand,2050,1,1.0,1.0,10,10,0.0
1939,NO_Pump_Hydro_Open,NO_E_Demand,2050,1,1.0,1.0,11,11,0.0
1940,NO_Pump_Hydro_Open,NO_E_Demand,2050,1,1.0,1.0,12,12,0.0
1941,NO_Pump_Hydro_Open,NO_E_Demand,2050,1,1.0,1.0,13,13,0.76
1942,NO_Pump_Hydro_Open,NO_E_Demand,2050,1,1.0,1.0,14,14,0.76
1943,NO_Pump_Hydro_Open,NO_E_Demand,2050,1,1.0,1.0,15,15,0.6335551310140524
1944,NO_Pump_Hydro_Open,NO_E_Demand,2050,1,1.0,1.0,16,16,0.76
1945,NO_Pump_Hydro_Open,NO_E_Demand,2050,1,1.0,1.0,17,17,0.0
1946,NO_Pump_Hydro_Open,NO_E_Demand,2050,1,1.0,1.0,18,18,0.76
1947,NO_Pump_Hydro_Open,NO_E_Demand,2050,1,1.0,1.0,19,19,0.76
1948,NO_Pump_Hydro_Open,NO_E_Demand,2050,1,1.0,1.0,20,20,0.76
1949,NO_Pump_Hydro_Open,NO_E_Demand,2050,1,1.0,1.0,21,21,0.76
1950,NO_Pump_Hydro_Open,NO_E_Demand,2050,1,1.0,1.0,22,22,0.76
1951,NO_Pump_Hydro_Open,NO_E_Demand,2050,1,1.0,1.0,23,23,0.15426912522816139
