id,asset,year,rep_period,time_block_start,time_block_end,dual_balance_storage_rep_period,dual_max_storage_level_rep_period_limit,dual_min_storage_level_rep_period_limit
446,IE_Battery,2050,1,15,16,-0.0,0.0,0.0
447,IE_Battery,2050,1,17,18,-0.0,0.0,0.0
448,IE_Battery,2050,1,19,20,-0.0,0.0,0.0
449,IE_Battery,2050,1,21,22,-0.0,0.0,0.0
450,IE_Battery,2050,1,23,24,-0.0,0.0,0.0
451,IE_Battery,2050,2,1,2,-0.0,0.0,0.0
452,IE_Battery,2050,2,3,4,-0.0,0.0,0.0
453,IE_Battery,2050,2,5,6,-0.0,0.0,0.0
454,IE_Battery,2050,2,7,8,-0.0,0.0,0.0
455,IE_Battery,2050,2,9,10,-0.0,0.0,0.0
456,IE_Battery,2050,2,11,12,-0.0,0.0,0.0
457,IE_Battery,2050,2,13,14,-0.0,0.0,0.0
458,IE_Battery,2050,2,15,16,-0.0,0.0,0.0
459,IE_Battery,2050,2,17,18,-0.0,0.0,0.0
460,IE_Battery,2050,2,19,20,-0.0,0.0,0.0
461,IE_Battery,2050,2,21,22,-0.0,0.0,0.0
462,IE_Battery,2050,2,23,24,-0.0,0.0,0.0
463,IE_Battery,2050,3,1,2,-0.0,0.0,0.0
464,IE_Battery,2050,3,3,4,-0.0,0.0,0.0
465,IE_Battery,2050,3,5,6,-0.0,0.0,0.0
466,IE_Battery,2050,3,7,8,-0.0,0.0,0.0
467,IE_Battery,2050,3,9,10,-0.0,0.0,0.0
468,IE_Battery,2050,3,11,12,-0.0,0.0,0.0
469,IE_Battery,2050,3,13,14,-0.0,0.0,0.0
470,IE_Battery,2050,3,15,16,-0.0,0.0,0.0
471,IE_Battery,2050,3,17,18,-0.0,0.0,0.0
472,IE_Battery,2050,3,19,20,-0.0,0.0,0.0
473,IE_Battery,2050,3,21,22,-0.0,0.0,0.0
474,IE_Battery,2050,3,23,24,-0.0,0.0,0.0
475,IT_Battery,2050,1,1,4,-1075.6674253581557,0.0,0.0
476,IT_Battery,2050,1,5,8,-1075.6674253581557,0.0,0.0
477,IT_Battery,2050,1,9,12,-0.0,0.0,0.0
478,IT_Battery,2050,1,13,16,-0.0,-902.9992297797081,0.0
479,IT_Battery,2050,1,17,20,-902.9992297797081,-172.66819557844758,0.0
480,IT_Battery,2050,1,21,24,-1075.6674253581557,0.0,0.0
481,IT_Battery,2050,2,1,4,-4097.976831499415,0.0,0.0
482,IT_Battery,2050,2,5,8,-4097.976831499415,0.0,0.0
483,IT_Battery,2050,2,9,12,-3440.1617407601093,0.0,0.0
484,IT_Battery,2050,2,13,16,-3440.1617407601093,-657.815090739306,0.0
485,IT_Battery,2050,2,17,20,-4097.976831499415,0.0,0.0
486,IT_Battery,2050,2,21,24,-4097.976831499415,0.0,0.0
487,IT_Battery,2050,3,1,4,-4190.780988140577,0.0,0.0
488,IT_Battery,2050,3,5,8,-4190.780988140577,0.0,0.0
489,IT_Battery,2050,3,9,12,-4190.780988140577,0.0,0.0
490,IT_Battery,2050,3,13,16,-4190.780988140577,0.0,0.0
491,IT_Battery,2050,3,17,20,-4190.780988140577,0.0,0.0
492,IT_Battery,2050,3,21,24,-4190.780988140577,0.0,0.0
493,LT_Battery,2050,1,1,4,-0.0,0.0,0.0
494,LT_Battery,2050,1,5,8,-0.0,0.0,0.0
495,LT_Battery,2050,1,9,12,-0.0,0.0,0.0
496,LT_Battery,2050,1,13,16,-0.0,0.0,0.0
497,LT_Battery,2050,1,17,20,-0.0,0.0,0.0
498,LT_Battery,2050,1,21,24,-0.0,0.0,0.0
499,LT_Battery,2050,2,1,4,-0.0,0.0,0.0
500,LT_Battery,2050,2,5,8,-0.0,0.0,0.0
501,LT_Battery,2050,2,9,12,-0.0,0.0,0.0
502,LT_Battery,2050,2,13,16,-0.0,0.0,0.0
503,LT_Battery,2050,2,17,20,-0.0,0.0,0.0
504,LT_Battery,2050,2,21,24,-0.0,0.0,0.0
505,LT_Battery,2050,3,1,4,-0.0,0.0,0.0
506,LT_Battery,2050,3,5,8,-0.0,0.0,0.0
507,LT_Battery,2050,3,9,12,-0.0,0.0,0.0
508,LT_Battery,2050,3,13,16,-0.0,0.0,0.0
509,LT_Battery,2050,3,17,20,-0.0,0.0,0.0
510,LT_Battery,2050,3,21,24,-0.0,0.0,0.0
511,LV_Battery,2050,1,1,4,-0.0,0.0,0.0
512,LV_Battery,2050,1,5,8,-0.0,0.0,0.0
513,LV_Battery,2050,1,9,12,-0.0,0.0,0.0
514,LV_Battery,2050,1,13,16,-0.0,0.0,0.0
515,LV_Battery,2050,1,17,20,-0.0,0.0,0.0
516,LV_Battery,2050,1,21,24,-0.0,0.0,0.0
517,LV_Battery,2050,2,1,4,-0.0,0.0,0.0
518,LV_Battery,2050,2,5,8,-0.0,0.0,0.0
519,LV_Battery,2050,2,9,12,-0.0,0.0,0.0
520,LV_Battery,2050,2,13,16,-0.0,0.0,0.0
521,LV_Battery,2050,2,17,20,-0.0,0.0,0.0
522,LV_Battery,2050,2,21,24,-0.0,0.0,0.0
523,LV_Battery,2050,3,1,4,-0.0,0.0,0.0
524,LV_Battery,2050,3,5,8,-0.0,0.0,0.0
525,LV_Battery,2050,3,9,12,-0.0,0.0,0.0
526,LV_Battery,2050,3,13,16,-0.0,0.0,0.0
527,LV_Battery,2050,3,17,20,-0.0,0.0,0.0
528,LV_Battery,2050,3,21,24,-0.0,0.0,0.0
529,NL_Battery,2050,1,1,1,-1075.6674253581555,0.0,0.0
530,NL_Battery,2050,1,2,2,-1075.6674253581555,0.0,0.0
531,NL_Battery,2050,1,3,3,-1075.6674253581555,0.0,0.0
532,NL_Battery,2050,1,4,4,-1075.6674253581555,0.0,0.0
533,NL_Battery,2050,1,5,5,-1075.6674253581555,0.0,0.0
534,NL_Battery,2050,1,6,6,-1075.6674253581555,0.0,0.0
535,NL_Battery,2050,1,7,7,-1075.6674253581555,0.0,0.0
536,NL_Battery,2050,1,8,8,-1075.6674253581555,0.0,0.0
537,NL_Battery,2050,1,9,9,-0.0,0.0,0.0
538,NL_Battery,2050,1,10,10,-0.0,0.0,0.0
539,NL_Battery,2050,1,11,11,-0.0,0.0,0.0
540,NL_Battery,2050,1,12,12,-0.0,0.0,0.0
541,NL_Battery,2050,1,13,13,-0.0,0.0,0.0
542,NL_Battery,2050,1,14,14,-0.0,0.0,0.0
543,NL_Battery,2050,1,15,15,-0.0,0.0,0.0
544,NL_Battery,2050,1,16,16,-0.0,0.0,0.0
545,NL_Battery,2050,1,17,17,-0.0,0.0,0.0
546,NL_Battery,2050,1,18,18,-0.0,-1075.6674253581555,0.0
547,NL_Battery,2050,1,19,19,-1075.6674253581555,0.0,0.0
548,NL_Battery,2050,1,20,20,-1075.6674253581555,0.0,0.0
549,NL_Battery,2050,1,21,21,-1075.6674253581555,0.0,0.0
550,NL_Battery,2050,1,22,22,-1075.6674253581555,0.0,0.0
551,NL_Battery,2050,1,23,23,-1075.6674253581555,0.0,0.0
552,NL_Battery,2050,1,24,24,-1075.6674253581555,0.0,0.0
553,NL_Battery,2050,2,1,1,-4097.976831499415,0.0,0.0
554,NL_Battery,2050,2,2,2,-4097.976831499415,0.0,0.0
555,NL_Battery,2050,2,3,3,-4097.976831499415,0.0,0.0
556,NL_Battery,2050,2,4,4,-4097.976831499415,0.0,0.0
557,NL_Battery,2050,2,5,5,-4097.976831499415,0.0,0.0
558,NL_Battery,2050,2,6,6,-4097.976831499415,0.0,0.0
559,NL_Battery,2050,2,7,7,-4097.976831499415,0.0,0.0
560,NL_Battery,2050,2,8,8,-4097.976831499415,0.0,0.0
561,NL_Battery,2050,2,9,9,-4097.976831499415,0.0,0.0
562,NL_Battery,2050,2,10,10,-4097.976831499415,0.0,0.0
563,NL_Battery,2050,2,11,11,-4097.976831499415,0.0,0.0
564,NL_Battery,2050,2,12,12,-4097.976831499415,0.0,0.0
565,NL_Battery,2050,2,13,13,-4097.976831499415,0.0,0.0
566,NL_Battery,2050,2,14,14,-4097.976831499415,0.0,0.0
567,NL_Battery,2050,2,15,15,-4097.976831499415,0.0,0.0
568,NL_Battery,2050,2,16,16,-4097.976831499415,0.0,0.0
569,NL_Battery,2050,2,17,17,-4097.976831499415,0.0,0.0
570,NL_Battery,2050,2,18,18,-4097.976831499415,0.0,0.0
571,NL_Battery,2050,2,19,19,-4097.976831499415,0.0,0.0
572,NL_Battery,2050,2,20,20,-4097.976831499415,0.0,0.0
573,NL_Battery,2050,2,21,21,-4097.976831499415,0.0,0.0
574,NL_Battery,2050,2,22,22,-4097.976831499415,0.0,0.0
575,NL_Battery,2050,2,23,23,-4097.976831499415,0.0,0.0
576,NL_Battery,2050,2,24,24,-4097.976831499415,0.0,0.0
577,NL_Battery,2050,3,1,1,-0.0,0.0,0.0
578,NL_Battery,2050,3,2,2,-0.0,0.0,0.0
579,NL_Battery,2050,3,3,3,-0.0,0.0,0.0
580,NL_Battery,2050,3,4,4,-0.0,0.0,0.0
581,NL_Battery,2050,3,5,5,-0.0,0.0,0.0
582,NL_Battery,2050,3,6,6,-0.0,0.0,0.0
583,NL_Battery,2050,3,7,7,-0.0,0.0,0.0
584,NL_Battery,2050,3,8,8,-0.0,0.0,0.0
585,NL_Battery,2050,3,9,9,-0.0,0.0,0.0
586,NL_Battery,2050,3,10,10,-0.0,0.0,0.0
587,NL_Battery,2050,3,11,11,-0.0,0.0,0.0
588,NL_Battery,2050,3,12,12,-0.0,0.0,0.0
589,NL_Battery,2050,3,13,13,-0.0,0.0,0.0
590,NL_Battery,2050,3,14,14,-0.0,0.0,0.0
591,NL_Battery,2050,3,15,15,-0.0,0.0,0.0
592,NL_Battery,2050,3,16,16,-0.0,0.0,0.0
593,NL_Battery,2050,3,17,17,-0.0,0.0,0.0
594,NL_Battery,2050,3,18,18,-0.0,0.0,0.0
595,NL_Battery,2050,3,19,19,-0.0,0.0,0.0
596,NL_Battery,2050,3,20,20,-0.0,0.0,0.0
597,NL_Battery,2050,3,21,21,-0.0,0.0,0.0
598,NL_Battery,2050,3,22,22,-0.0,0.0,0.0
599,NL_Battery,2050,3,23,23,-0.0,0.0,0.0
600,NL_Battery,2050,3,24,24,-0.0,0.0,0.0
601,PT_Battery,2050,1,1,4,-2473.163129784411,0.0,0.0
602,PT_Battery,2050,1,5,8,-2473.163129784411,0.0,0.0
603,PT_Battery,2050,1,9,12,-2473.163129784411,0.0,0.0
604,PT_Battery,2050,1,13,16,-2473.163129784411,0.0,0.0
605,PT_Battery,2050,1,17,20,-2473.163129784411,0.0,0.0
606,PT_Battery,2050,1,21,24,-2473.163129784411,0.0,0.0
607,PT_Battery,2050,2,1,4,-3333.9472527452863,0.0,0.0
608,PT_Battery,2050,2,5,8,-3333.9472527452863,0.0,0.0
609,PT_Battery,2050,2,9,12,-3333.9472527452863,0.0,0.0
610,PT_Battery,2050,2,13,16,-3333.9472527452863,0.0,0.0
611,PT_Battery,2050,2,17,20,-3333.9472527452863,0.0,0.0
612,PT_Battery,2050,2,21,24,-3333.9472527452863,0.0,0.0
613,PT_Battery,2050,3,1,4,-3409.4489395042,0.0,0.0
614,PT_Battery,2050,3,5,8,-3409.4489395042,0.0,0.0
615,PT_Battery,2050,3,9,12,-3409.4489395042,0.0,0.0
616,PT_Battery,2050,3,13,16,-3409.4489395042,0.0,0.0
617,PT_Battery,2050,3,17,20,-3409.4489395042,0.0,0.0
618,PT_Battery,2050,3,21,24,-3409.4489395042,0.0,0.0
619,RO_Battery,2050,1,1,4,-2279.947260270005,0.0,0.0
620,RO_Battery,2050,1,5,8,-1745.5846211442217,0.0,0.0
621,RO_Battery,2050,1,9,12,-0.0,0.0,0.0
622,RO_Battery,2050,1,13,16,-0.0,-2279.947260270005,0.0
623,RO_Battery,2050,1,17,20,-2279.947260270005,0.0,0.0
624,RO_Battery,2050,1,21,24,-2279.947260270004,0.0,0.0
625,RO_Battery,2050,2,1,4,-4097.976831499415,0.0,0.0
626,RO_Battery,2050,2,5,8,-4097.976831499415,0.0,0.0
627,RO_Battery,2050,2,9,12,-1589.9271844266505,0.0,0.0
628,RO_Battery,2050,2,13,16,-1589.9271844266505,-2508.049647072765,0.0
629,RO_Battery,2050,2,17,20,-4097.976831499415,-0.0,0.0
630,RO_Battery,2050,2,21,24,-4097.976831499415,0.0,0.0
631,RO_Battery,2050,3,1,4,-4190.780988140581,0.0,0.0
632,RO_Battery,2050,3,5,8,-4190.780988140581,0.0,0.0
633,RO_Battery,2050,3,9,12,-1625.9332082619756,0.0,0.0
634,RO_Battery,2050,3,13,16,-1625.9332082619756,-2564.8477798786053,0.0
635,RO_Battery,2050,3,17,20,-4190.780988140581,0.0,0.0
636,RO_Battery,2050,3,21,24,-4190.780988140581,0.0,0.0
637,SE_Battery,2050,1,1,4,-0.0,0.0,0.0
638,SE_Battery,2050,1,5,8,-0.0,0.0,0.0
639,SE_Battery,2050,1,9,12,-0.0,0.0,0.0
640,SE_Battery,2050,1,13,16,-0.0,0.0,0.0
641,SE_Battery,2050,1,17,20,-0.0,0.0,0.0
642,SE_Battery,2050,1,21,24,-0.0,0.0,0.0
643,SE_Battery,2050,2,1,4,-0.0,0.0,0.0
644,SE_Battery,2050,2,5,8,-0.0,0.0,0.0
645,SE_Battery,2050,2,9,12,-0.0,0.0,0.0
646,SE_Battery,2050,2,13,16,-0.0,0.0,0.0
647,SE_Battery,2050,2,17,20,-0.0,0.0,0.0
648,SE_Battery,2050,2,21,24,-0.0,0.0,0.0
649,SE_Battery,2050,3,1,4,-0.0,0.0,0.0
650,SE_Battery,2050,3,5,8,-0.0,0.0,0.0
651,SE_Battery,2050,3,9,12,-0.0,0.0,0.0
652,SE_Battery,2050,3,13,16,-0.0,0.0,0.0
653,SE_Battery,2050,3,17,20,-0.0,0.0,0.0
654,SE_Battery,2050,3,21,24,-0.0,0.0,0.0
655,SI_Battery,2050,1,1,4,-1075.6674253581555,0.0,0.0
656,SI_Battery,2050,1,5,8,-1075.6674253581557,0.0,0.0
657,SI_Battery,2050,1,9,12,-0.0,0.0,0.0
658,SI_Battery,2050,1,13,16,-0.0,-823.5578725398383,0.0
659,SI_Battery,2050,1,17,20,-823.5578725398383,-252.10955281831718,0.0
660,SI_Battery,2050,1,21,24,-1075.6674253581555,-0.0,0.0
661,SI_Battery,2050,2,1,4,-4097.976831499415,0.0,0.0
662,SI_Battery,2050,2,5,8,-4097.976831499415,0.0,0.0
663,SI_Battery,2050,2,9,12,-0.0,0.0,0.0
664,SI_Battery,2050,2,13,16,-0.0,-4097.9768314994135,0.0
665,SI_Battery,2050,2,17,20,-4097.9768314994135,-1.8189894035458565e-12,0.0
666,SI_Battery,2050,2,21,24,-4097.976831499415,0.0,0.0
667,SI_Battery,2050,3,1,4,-4190.780988140577,0.0,0.0
668,SI_Battery,2050,3,5,8,-4190.780988140577,0.0,0.0
669,SI_Battery,2050,3,9,12,-0.0,0.0,0.0
670,SI_Battery,2050,3,13,16,-0.0,-4190.780988140577,0.0
671,SI_Battery,2050,3,17,20,-4190.780988140577,0.0,0.0
672,SI_Battery,2050,3,21,24,-4190.780988140577,0.0,0.0
673,SK_Battery,2050,1,1,4,-2279.947260270005,0.0,0.0
674,SK_Battery,2050,1,5,8,-2279.947260270005,0.0,0.0
675,SK_Battery,2050,1,9,12,-2279.947260270005,0.0,0.0
676,SK_Battery,2050,1,13,16,-2279.947260270005,0.0,0.0
677,SK_Battery,2050,1,17,20,-2279.947260270005,0.0,0.0
678,SK_Battery,2050,1,21,24,-2279.947260270005,0.0,0.0
679,SK_Battery,2050,2,1,4,-4097.976831499415,0.0,0.0
680,SK_Battery,2050,2,5,8,-4097.976831499415,0.0,0.0
681,SK_Battery,2050,2,9,12,-4097.976831499415,0.0,0.0
682,SK_Battery,2050,2,13,16,-4097.976831499415,0.0,0.0
683,SK_Battery,2050,2,17,20,-4097.976831499415,0.0,0.0
684,SK_Battery,2050,2,21,24,-4097.976831499415,0.0,0.0
685,SK_Battery,2050,3,1,4,-4190.780988140581,0.0,0.0
686,SK_Battery,2050,3,5,8,-4190.780988140581,0.0,0.0
687,SK_Battery,2050,3,9,12,-4190.780988140581,0.0,0.0
688,SK_Battery,2050,3,13,16,-4190.780988140581,0.0,0.0
689,SK_Battery,2050,3,17,20,-4190.780988140581,0.0,0.0
690,SK_Battery,2050,3,21,24,-4190.780988140581,0.0,0.0
691,UK_Battery,2050,1,1,1,-1075.6674253581555,0.0,0.0
692,UK_Battery,2050,1,2,2,-1075.6674253581555,0.0,0.0
693,UK_Battery,2050,1,3,3,-1075.6674253581555,0.0,0.0
694,UK_Battery,2050,1,4,4,-1075.6674253581555,0.0,0.0
695,UK_Battery,2050,1,5,5,-1075.6674253581555,0.0,0.0
696,UK_Battery,2050,1,6,6,-1075.6674253581555,0.0,0.0
697,UK_Battery,2050,1,7,7,-1075.6674253581555,0.0,0.0
698,UK_Battery,2050,1,8,8,-1075.6674253581555,0.0,0.0
699,UK_Battery,2050,1,9,9,-1075.6674253581557,0.0,0.0
700,UK_Battery,2050,1,10,10,-1075.6674253581557,0.0,0.0
701,UK_Battery,2050,1,11,11,-0.0,0.0,0.0
702,UK_Battery,2050,1,12,12,-0.0,0.0,0.0
703,UK_Battery,2050,1,13,13,-0.0,0.0,0.0
704,UK_Battery,2050,1,14,14,-0.0,0.0,0.0
705,UK_Battery,2050,1,15,15,-0.0,0.0,0.0
706,UK_Battery,2050,1,16,16,-0.0,0.0,0.0
707,UK_Battery,2050,1,17,17,-0.0,-1075.6674253581557,0.0
708,UK_Battery,2050,1,18,18,-1075.6674253581557,0.0,0.0
709,UK_Battery,2050,1,19,19,-1075.6674253581557,0.0,0.0
710,UK_Battery,2050,1,20,20,-1075.6674253581557,0.0,0.0
711,UK_Battery,2050,1,21,21,-1075.6674253581557,0.0,0.0
712,UK_Battery,2050,1,22,22,-1075.6674253581557,0.0,0.0
713,UK_Battery,2050,1,23,23,-1075.6674253581557,0.0,0.0
714,UK_Battery,2050,1,24,24,-1075.6674253581557,0.0,0.0
715,UK_Battery,2050,2,1,1,-4097.976831499415,0.0,0.0
716,UK_Battery,2050,2,2,2,-4097.976831499415,0.0,0.0
717,UK_Battery,2050,2,3,3,-4097.976831499415,0.0,0.0
718,UK_Battery,2050,2,4,4,-4097.976831499415,0.0,0.0
719,UK_Battery,2050,2,5,5,-4097.976831499415,0.0,0.0
720,UK_Battery,2050,2,6,6,-4097.976831499415,0.0,0.0
721,UK_Battery,2050,2,7,7,-4097.976831499415,0.0,0.0
722,UK_Battery,2050,2,8,8,-4097.976831499415,0.0,0.0
723,UK_Battery,2050,2,9,9,-4097.976831499415,0.0,0.0
724,UK_Battery,2050,2,10,10,-4097.976831499415,0.0,0.0
725,UK_Battery,2050,2,11,11,-4097.976831499415,0.0,0.0
726,UK_Battery,2050,2,12,12,-4097.976831499415,0.0,0.0
727,UK_Battery,2050,2,13,13,-4097.976831499415,0.0,0.0
728,UK_Battery,2050,2,14,14,-4097.976831499415,0.0,0.0
729,UK_Battery,2050,2,15,15,-4097.976831499415,-0.0,0.0
730,UK_Battery,2050,2,16,16,-4097.976831499415,0.0,0.0
731,UK_Battery,2050,2,17,17,-4097.976831499415,0.0,0.0
732,UK_Battery,2050,2,18,18,-4097.976831499415,0.0,0.0
733,UK_Battery,2050,2,19,19,-4097.976831499415,0.0,0.0
734,UK_Battery,2050,2,20,20,-4097.976831499415,-0.0,0.0
735,UK_Battery,2050,2,21,21,-4097.976831499415,0.0,0.0
736,UK_Battery,2050,2,22,22,-4097.976831499415,0.0,0.0
737,UK_Battery,2050,2,23,23,-4097.976831499415,0.0,0.0
738,UK_Battery,2050,2,24,24,-4097.976831499415,0.0,0.0
739,UK_Battery,2050,3,1,1,-3.0504976090224194e-13,0.0,0.0
740,UK_Battery,2050,3,2,2,-3.0504976090224194e-13,0.0,0.0
741,UK_Battery,2050,3,3,3,-3.0504976090224194e-13,0.0,0.0
742,UK_Battery,2050,3,4,4,-3.0504976090224194e-13,0.0,0.0
743,UK_Battery,2050,3,5,5,-3.0504976090224194e-13,0.0,0.0
744,UK_Battery,2050,3,6,6,-3.0504976090224194e-13,0.0,0.0
745,UK_Battery,2050,3,7,7,-3.0504976090224194e-13,0.0,0.0
746,UK_Battery,2050,3,8,8,-3.0504976090224194e-13,0.0,0.0
747,UK_Battery,2050,3,9,9,-3.0504976090224194e-13,0.0,0.0
748,UK_Battery,2050,3,10,10,-3.0504976090224194e-13,0.0,0.0
749,UK_Battery,2050,3,11,11,-0.0,0.0,0.0
750,UK_Battery,2050,3,12,12,-0.0,0.0,0.0
751,UK_Battery,2050,3,13,13,-0.0,0.0,0.0
752,UK_Battery,2050,3,14,14,-0.0,0.0,0.0
753,UK_Battery,2050,3,15,15,-0.0,-0.0,0.0
754,UK_Battery,2050,3,16,16,-0.0,-0.0,0.0
755,UK_Battery,2050,3,17,17,-0.0,-0.0,0.0
756,UK_Battery,2050,3,18,18,-0.0,-1482.8917342651282,0.0
757,UK_Battery,2050,3,19,19,-1482.8917342651282,0.0,0.0
758,UK_Battery,2050,3,20,20,-1482.8917342651282,0.0,0.0
759,UK_Battery,2050,3,21,21,-1482.8917342651282,0.0,0.0
760,UK_Battery,2050,3,22,22,-1482.8917342651282,0.0,0.0
761,UK_Battery,2050,3,23,23,-0.0,0.0,0.0
762,UK_Battery,2050,3,24,24,2.646416419338493e-13,0.0,0.0
