id,asset,year,rep_period,time_block_start,time_block_end,dual_max_output_flows_limit_simple_method
1379,DE_Gas,2050,2,23,23,0.0
1380,DE_Gas,2050,2,24,24,0.0
1381,DE_Gas,2050,3,1,1,0.0
1382,DE_Gas,2050,3,2,2,0.0
1383,DE_Gas,2050,3,3,3,0.0
1384,DE_Gas,2050,3,4,4,0.0
1385,DE_Gas,2050,3,5,5,0.0
1386,DE_Gas,2050,3,6,6,0.0
1387,DE_Gas,2050,3,7,7,0.0
1388,DE_Gas,2050,3,8,8,0.0
1389,DE_Gas,2050,3,9,9,0.0
1390,DE_Gas,2050,3,10,10,0.0
1391,DE_Gas,2050,3,11,11,0.0
1392,DE_Gas,2050,3,12,12,0.0
1393,DE_Gas,2050,3,13,13,0.0
1394,DE_Gas,2050,3,14,14,0.0
1395,DE_Gas,2050,3,15,15,0.0
1396,DE_Gas,2050,3,16,16,0.0
1397,DE_Gas,2050,3,17,17,0.0
1398,DE_Gas,2050,3,18,18,0.0
1399,DE_Gas,2050,3,19,19,0.0
1400,DE_Gas,2050,3,20,20,0.0
1401,DE_Gas,2050,3,21,21,0.0
1402,DE_Gas,2050,3,22,22,0.0
1403,DE_Gas,2050,3,23,23,0.0
1404,DE_Gas,2050,3,24,24,0.0
1405,DE_Hydro,2050,1,1,1,-1126.3533249823618
1406,DE_Hydro,2050,1,2,2,-1126.3533249823618
1407,DE_Hydro,2050,1,3,3,-1126.3533249823618
1408,DE_Hydro,2050,1,4,4,-1126.3533249823618
1409,DE_Hydro,2050,1,5,5,-1126.3533249823618
1410,DE_Hydro,2050,1,6,6,-1126.3533249823618
1411,DE_Hydro,2050,1,7,7,-1126.3533249823618
1412,DE_Hydro,2050,1,8,8,-1126.3533249823631
1413,DE_Hydro,2050,1,9,9,-0.0
1414,DE_Hydro,2050,1,10,10,0.0
1415,DE_Hydro,2050,1,11,11,0.0
1416,DE_Hydro,2050,1,12,12,0.0
1417,DE_Hydro,2050,1,13,13,0.0
1418,DE_Hydro,2050,1,14,14,0.0
1419,DE_Hydro,2050,1,15,15,-0.0
1420,DE_Hydro,2050,1,16,16,-0.0
1421,DE_Hydro,2050,1,17,17,-0.0
1422,DE_Hydro,2050,1,18,18,-0.0
1423,DE_Hydro,2050,1,19,19,-1126.3533249823618
1424,DE_Hydro,2050,1,20,20,-1126.3533249823618
1425,DE_Hydro,2050,1,21,21,-1126.3533249823618
1426,DE_Hydro,2050,1,22,22,-1126.3533249823618
1427,DE_Hydro,2050,1,23,23,-1126.3533249823618
1428,DE_Hydro,2050,1,24,24,-1126.3533249823618
1429,DE_Hydro,2050,2,1,1,-4291.075216229754
1430,DE_Hydro,2050,2,2,2,-4291.075216229754
1431,DE_Hydro,2050,2,3,3,-4291.075216229754
1432,DE_Hydro,2050,2,4,4,-4291.075216229754
1433,DE_Hydro,2050,2,5,5,-4291.075216229754
1434,DE_Hydro,2050,2,6,6,-4291.075216229754
1435,DE_Hydro,2050,2,7,7,-4291.075216229754
1436,DE_Hydro,2050,2,8,8,-4291.075216229754
1437,DE_Hydro,2050,2,9,9,-4291.075216229754
1438,DE_Hydro,2050,2,10,10,-2950.114211157954
1439,DE_Hydro,2050,2,11,11,-2950.114211157954
1440,DE_Hydro,2050,2,12,12,-2950.114211157954
1441,DE_Hydro,2050,2,13,13,-2950.114211157954
1442,DE_Hydro,2050,2,14,14,-2950.114211157954
1443,DE_Hydro,2050,2,15,15,-2950.114211157954
1444,DE_Hydro,2050,2,16,16,-2950.114211157954
1445,DE_Hydro,2050,2,17,17,-4291.075216229754
1446,DE_Hydro,2050,2,18,18,-4291.075216229754
1447,DE_Hydro,2050,2,19,19,-4291.075216229754
1448,DE_Hydro,2050,2,20,20,-4291.075216229754
1449,DE_Hydro,2050,2,21,21,-4291.075216229754
1450,DE_Hydro,2050,2,22,22,-4291.075216229754
1451,DE_Hydro,2050,2,23,23,-4291.075216229754
1452,DE_Hydro,2050,2,24,24,-4291.075216229754
1453,DE_Hydro,2050,3,1,1,-0.0
1454,DE_Hydro,2050,3,2,2,-0.0
1455,DE_Hydro,2050,3,3,3,-0.0
1456,DE_Hydro,2050,3,4,4,-1.3642420526593924e-12
1457,DE_Hydro,2050,3,5,5,-0.0
1458,DE_Hydro,2050,3,6,6,-0.0
1459,DE_Hydro,2050,3,7,7,-0.0
1460,DE_Hydro,2050,3,8,8,-0.0
1461,DE_Hydro,2050,3,9,9,-0.0
1462,DE_Hydro,2050,3,10,10,-0.0
1463,DE_Hydro,2050,3,11,11,0.0
1464,DE_Hydro,2050,3,12,12,-0.0
1465,DE_Hydro,2050,3,13,13,-0.0
1466,DE_Hydro,2050,3,14,14,-0.0
1467,DE_Hydro,2050,3,15,15,-0.0
1468,DE_Hydro,2050,3,16,16,-0.0
1469,DE_Hydro,2050,3,17,17,-0.0
1470,DE_Hydro,2050,3,18,18,-0.0
1471,DE_Hydro,2050,3,19,19,-0.0
1472,DE_Hydro,2050,3,20,20,-0.0
1473,DE_Hydro,2050,3,21,21,-0.0
1474,DE_Hydro,2050,3,22,22,-0.0
1475,DE_Hydro,2050,3,23,23,-0.0
1476,DE_Hydro,2050,3,24,24,-0.0
1477,DE_Hydro_Reservoir,2050,1,1,1,0.0
1478,DE_Hydro_Reservoir,2050,1,2,2,0.0
1479,DE_Hydro_Reservoir,2050,1,3,3,0.0
1480,DE_Hydro_Reservoir,2050,1,4,4,0.0
1481,DE_Hydro_Reservoir,2050,1,5,5,0.0
1482,DE_Hydro_Reservoir,2050,1,6,6,0.0
1483,DE_Hydro_Reservoir,2050,1,7,7,0.0
1484,DE_Hydro_Reservoir,2050,1,8,8,0.0
1485,DE_Hydro_Reservoir,2050,1,9,9,0.0
1486,DE_Hydro_Reservoir,2050,1,10,10,0.0
1487,DE_Hydro_Reservoir,2050,1,11,11,0.0
1488,DE_Hydro_Reservoir,2050,1,12,12,0.0
1489,DE_Hydro_Reservoir,2050,1,13,13,0.0
1490,DE_Hydro_Reservoir,2050,1,14,14,0.0
1491,DE_Hydro_Reservoir,2050,1,15,15,0.0
1492,DE_Hydro_Reservoir,2050,1,16,16,0.0
1493,DE_Hydro_Reservoir,2050,1,17,17,0.0
1494,DE_Hydro_Reservoir,2050,1,18,18,0.0
1495,DE_Hydro_Reservoir,2050,1,19,19,0.0
1496,DE_Hydro_Reservoir,2050,1,20,20,0.0
1497,DE_Hydro_Reservoir,2050,1,21,21,0.0
1498,DE_Hydro_Reservoir,2050,1,22,22,0.0
1499,DE_Hydro_Reservoir,2050,1,23,23,0.0
1500,DE_Hydro_Reservoir,2050,1,24,24,0.0
1501,DE_Hydro_Reservoir,2050,2,1,1,0.0
1502,DE_Hydro_Reservoir,2050,2,2,2,0.0
1503,DE_Hydro_Reservoir,2050,2,3,3,0.0
1504,DE_Hydro_Reservoir,2050,2,4,4,0.0
1505,DE_Hydro_Reservoir,2050,2,5,5,0.0
1506,DE_Hydro_Reservoir,2050,2,6,6,0.0
1507,DE_Hydro_Reservoir,2050,2,7,7,-0.0
1508,DE_Hydro_Reservoir,2050,2,8,8,0.0
1509,DE_Hydro_Reservoir,2050,2,9,9,-0.0
1510,DE_Hydro_Reservoir,2050,2,10,10,0.0
1511,DE_Hydro_Reservoir,2050,2,11,11,0.0
1512,DE_Hydro_Reservoir,2050,2,12,12,0.0
1513,DE_Hydro_Reservoir,2050,2,13,13,0.0
1514,DE_Hydro_Reservoir,2050,2,14,14,0.0
1515,DE_Hydro_Reservoir,2050,2,15,15,0.0
1516,DE_Hydro_Reservoir,2050,2,16,16,0.0
1517,DE_Hydro_Reservoir,2050,2,17,17,0.0
1518,DE_Hydro_Reservoir,2050,2,18,18,0.0
1519,DE_Hydro_Reservoir,2050,2,19,19,0.0
1520,DE_Hydro_Reservoir,2050,2,20,20,0.0
1521,DE_Hydro_Reservoir,2050,2,21,21,0.0
1522,DE_Hydro_Reservoir,2050,2,22,22,0.0
1523,DE_Hydro_Reservoir,2050,2,23,23,0.0
1524,DE_Hydro_Reservoir,2050,2,24,24,0.0
1525,DE_Hydro_Reservoir,2050,3,1,1,0.0
1526,DE_Hydro_Reservoir,2050,3,2,2,0.0
1527,DE_Hydro_Reservoir,2050,3,3,3,0.0
1528,DE_Hydro_Reservoir,2050,3,4,4,0.0
1529,DE_Hydro_Reservoir,2050,3,5,5,0.0
1530,DE_Hydro_Reservoir,2050,3,6,6,0.0
1531,DE_Hydro_Reservoir,2050,3,7,7,0.0
1532,DE_Hydro_Reservoir,2050,3,8,8,0.0
1533,DE_Hydro_Reservoir,2050,3,9,9,0.0
1534,DE_Hydro_Reservoir,2050,3,10,10,0.0
1535,DE_Hydro_Reservoir,2050,3,11,11,0.0
1536,DE_Hydro_Reservoir,2050,3,12,12,0.0
1537,DE_Hydro_Reservoir,2050,3,13,13,0.0
1538,DE_Hydro_Reservoir,2050,3,14,14,0.0
1539,DE_Hydro_Reservoir,2050,3,15,15,0.0
1540,DE_Hydro_Reservoir,2050,3,16,16,0.0
1541,DE_Hydro_Reservoir,2050,3,17,17,0.0
1542,DE_Hydro_Reservoir,2050,3,18,18,0.0
1543,DE_Hydro_Reservoir,2050,3,19,19,0.0
1544,DE_Hydro_Reservoir,2050,3,20,20,0.0
1545,DE_Hydro_Reservoir,2050,3,21,21,0.0
1546,DE_Hydro_Reservoir,2050,3,22,22,0.0
1547,DE_Hydro_Reservoir,2050,3,23,23,0.0
1548,DE_Hydro_Reservoir,2050,3,24,24,0.0
1549,DE_OCGT,2050,1,1,1,0.0
1550,DE_OCGT,2050,1,2,2,0.0
1551,DE_OCGT,2050,1,3,3,0.0
1552,DE_OCGT,2050,1,4,4,0.0
1553,DE_OCGT,2050,1,5,5,0.0
1554,DE_OCGT,2050,1,6,6,0.0
1555,DE_OCGT,2050,1,7,7,0.0
1556,DE_OCGT,2050,1,8,8,0.0
1557,DE_OCGT,2050,1,9,9,0.0
1558,DE_OCGT,2050,1,10,10,0.0
1559,DE_OCGT,2050,1,11,11,0.0
1560,DE_OCGT,2050,1,12,12,0.0
1561,DE_OCGT,2050,1,13,13,0.0
1562,DE_OCGT,2050,1,14,14,0.0
1563,DE_OCGT,2050,1,15,15,0.0
1564,DE_OCGT,2050,1,16,16,0.0
1565,DE_OCGT,2050,1,17,17,0.0
1566,DE_OCGT,2050,1,18,18,0.0
1567,DE_OCGT,2050,1,19,19,0.0
1568,DE_OCGT,2050,1,20,20,0.0
1569,DE_OCGT,2050,1,21,21,0.0
1570,DE_OCGT,2050,1,22,22,0.0
1571,DE_OCGT,2050,1,23,23,0.0
1572,DE_OCGT,2050,1,24,24,0.0
1573,DE_OCGT,2050,2,1,1,0.0
1574,DE_OCGT,2050,2,2,2,0.0
1575,DE_OCGT,2050,2,3,3,0.0
1576,DE_OCGT,2050,2,4,4,0.0
1577,DE_OCGT,2050,2,5,5,0.0
1578,DE_OCGT,2050,2,6,6,0.0
1579,DE_OCGT,2050,2,7,7,0.0
1580,DE_OCGT,2050,2,8,8,0.0
1581,DE_OCGT,2050,2,9,9,0.0
1582,DE_OCGT,2050,2,10,10,0.0
1583,DE_OCGT,2050,2,11,11,0.0
1584,DE_OCGT,2050,2,12,12,0.0
1585,DE_OCGT,2050,2,13,13,0.0
1586,DE_OCGT,2050,2,14,14,0.0
1587,DE_OCGT,2050,2,15,15,0.0
1588,DE_OCGT,2050,2,16,16,0.0
1589,DE_OCGT,2050,2,17,17,0.0
1590,DE_OCGT,2050,2,18,18,0.0
1591,DE_OCGT,2050,2,19,19,0.0
1592,DE_OCGT,2050,2,20,20,0.0
1593,DE_OCGT,2050,2,21,21,0.0
1594,DE_OCGT,2050,2,22,22,0.0
1595,DE_OCGT,2050,2,23,23,0.0
1596,DE_OCGT,2050,2,24,24,0.0
1597,DE_OCGT,2050,3,1,1,0.0
1598,DE_OCGT,2050,3,2,2,0.0
1599,DE_OCGT,2050,3,3,3,0.0
1600,DE_OCGT,2050,3,4,4,0.0
1601,DE_OCGT,2050,3,5,5,0.0
1602,DE_OCGT,2050,3,6,6,0.0
1603,DE_OCGT,2050,3,7,7,0.0
1604,DE_OCGT,2050,3,8,8,0.0
1605,DE_OCGT,2050,3,9,9,0.0
1606,DE_OCGT,2050,3,10,10,0.0
1607,DE_OCGT,2050,3,11,11,0.0
1608,DE_OCGT,2050,3,12,12,0.0
1609,DE_OCGT,2050,3,13,13,0.0
1610,DE_OCGT,2050,3,14,14,0.0
1611,DE_OCGT,2050,3,15,15,0.0
1612,DE_OCGT,2050,3,16,16,0.0
1613,DE_OCGT,2050,3,17,17,0.0
1614,DE_OCGT,2050,3,18,18,0.0
1615,DE_OCGT,2050,3,19,19,0.0
1616,DE_OCGT,2050,3,20,20,0.0
1617,DE_OCGT,2050,3,21,21,0.0
1618,DE_OCGT,2050,3,22,22,0.0
1619,DE_OCGT,2050,3,23,23,0.0
1620,DE_OCGT,2050,3,24,24,0.0
1621,AT_Battery,2050,1,1,4,0.0
1622,AT_Battery,2050,1,5,8,0.0
1623,AT_Battery,2050,1,9,12,0.0
1624,AT_Battery,2050,1,13,16,0.0
1625,AT_Battery,2050,1,17,20,0.0
1626,AT_Battery,2050,1,21,24,0.0
1627,AT_Battery,2050,2,1,4,0.0
1628,AT_Battery,2050,2,5,8,0.0
1629,AT_Battery,2050,2,9,12,0.0
1630,AT_Battery,2050,2,13,16,0.0
1631,AT_Battery,2050,2,17,20,0.0
1632,AT_Battery,2050,2,21,24,0.0
1633,AT_Battery,2050,3,1,4,0.0
1634,AT_Battery,2050,3,5,8,0.0
1635,AT_Battery,2050,3,9,12,0.0
1636,AT_Battery,2050,3,13,16,0.0
1637,AT_Battery,2050,3,17,20,0.0
1638,AT_Battery,2050,3,21,24,0.0
1639,AT_Pump_Hydro_Open,2050,1,1,4,4.547473508864641e-12
1640,AT_Pump_Hydro_Open,2050,1,5,8,0.0
1641,AT_Pump_Hydro_Open,2050,1,9,12,0.0
1642,AT_Pump_Hydro_Open,2050,1,13,16,0.0
1643,AT_Pump_Hydro_Open,2050,1,17,20,0.0
1644,AT_Pump_Hydro_Open,2050,1,21,24,4.547473508864641e-12
1645,AT_Pump_Hydro_Open,2050,2,1,4,0.0
1646,AT_Pump_Hydro_Open,2050,2,5,8,1.0913936421275139e-11
1647,AT_Pump_Hydro_Open,2050,2,9,12,0.0
1648,AT_Pump_Hydro_Open,2050,2,13,16,0.0
1649,AT_Pump_Hydro_Open,2050,2,17,20,0.0
1650,AT_Pump_Hydro_Open,2050,2,21,24,1.0913936421275139e-11
1651,AT_Pump_Hydro_Open,2050,3,1,4,0.0
1652,AT_Pump_Hydro_Open,2050,3,5,8,0.0
1653,AT_Pump_Hydro_Open,2050,3,9,12,0.0
1654,AT_Pump_Hydro_Open,2050,3,13,16,0.0
1655,AT_Pump_Hydro_Open,2050,3,17,20,0.0
1656,AT_Pump_Hydro_Open,2050,3,21,24,0.0
1657,AT_Wind_Onshore,2050,1,1,4,-4505.413299929447
1658,AT_Wind_Onshore,2050,1,5,8,-4505.413299929448
1659,AT_Wind_Onshore,2050,1,9,12,-0.0
1660,AT_Wind_Onshore,2050,1,13,16,-0.0
1661,AT_Wind_Onshore,2050,1,17,20,-3449.457057758485
1662,AT_Wind_Onshore,2050,1,21,24,-4505.413299929447
1663,AT_Wind_Onshore,2050,2,1,4,-17164.300864919027
1664,AT_Wind_Onshore,2050,2,5,8,-17164.300864919016
1665,AT_Wind_Onshore,2050,2,9,12,-13141.417849703617
1666,AT_Wind_Onshore,2050,2,13,16,-11800.456844631815
1667,AT_Wind_Onshore,2050,2,17,20,-17164.300864919016
1668,AT_Wind_Onshore,2050,2,21,24,-17164.300864919016
1669,AT_Wind_Onshore,2050,3,1,4,-1.3642420526593924e-12
1670,AT_Wind_Onshore,2050,3,5,8,-0.0
1671,AT_Wind_Onshore,2050,3,9,12,-0.0
1672,AT_Wind_Onshore,2050,3,13,16,-0.0
1673,AT_Wind_Onshore,2050,3,17,20,9.86233317235019e-12
1674,AT_Wind_Onshore,2050,3,21,24,-0.0
1675,BE_Gas,2050,1,1,2,0.0
1676,BE_Gas,2050,1,3,4,0.0
1677,BE_Gas,2050,1,5,6,0.0
1678,BE_Gas,2050,1,7,8,0.0
1679,BE_Gas,2050,1,9,10,0.0
1680,BE_Gas,2050,1,11,12,0.0
1681,BE_Gas,2050,1,13,14,0.0
1682,BE_Gas,2050,1,15,16,0.0
1683,BE_Gas,2050,1,17,18,0.0
1684,BE_Gas,2050,1,19,20,0.0
1685,BE_Gas,2050,1,21,22,0.0
1686,BE_Gas,2050,1,23,24,0.0
1687,BE_Gas,2050,2,1,2,0.0
1688,BE_Gas,2050,2,3,4,0.0
1689,BE_Gas,2050,2,5,6,0.0
1690,BE_Gas,2050,2,7,8,0.0
1691,BE_Gas,2050,2,9,10,0.0
1692,BE_Gas,2050,2,11,12,0.0
1693,BE_Gas,2050,2,13,14,0.0
1694,BE_Gas,2050,2,15,16,0.0
1695,BE_Gas,2050,2,17,18,0.0
1696,BE_Gas,2050,2,19,20,0.0
1697,BE_Gas,2050,2,21,22,0.0
1698,BE_Gas,2050,2,23,24,0.0
1699,BE_Gas,2050,3,1,2,0.0
1700,BE_Gas,2050,3,3,4,0.0
1701,BE_Gas,2050,3,5,6,0.0
1702,BE_Gas,2050,3,7,8,0.0
1703,BE_Gas,2050,3,9,10,0.0
1704,BE_Gas,2050,3,11,12,0.0
1705,BE_Gas,2050,3,13,14,0.0
1706,BE_Gas,2050,3,15,16,0.0
1707,BE_Gas,2050,3,17,18,0.0
1708,BE_Gas,2050,3,19,20,0.0
1709,BE_Gas,2050,3,21,22,0.0
1710,BE_Gas,2050,3,23,24,0.0
1711,CZ_Hydro_Reservoir,2050,1,1,4,0.0
1712,CZ_Hydro_Reservoir,2050,1,5,8,0.0
1713,CZ_Hydro_Reservoir,2050,1,9,12,0.0
1714,CZ_Hydro_Reservoir,2050,1,13,16,0.0
1715,CZ_Hydro_Reservoir,2050,1,17,20,0.0
1716,CZ_Hydro_Reservoir,2050,1,21,24,0.0
1717,CZ_Hydro_Reservoir,2050,2,1,4,0.0
1718,CZ_Hydro_Reservoir,2050,2,5,8,0.0
1719,CZ_Hydro_Reservoir,2050,2,9,12,0.0
1720,CZ_Hydro_Reservoir,2050,2,13,16,0.0
1721,CZ_Hydro_Reservoir,2050,2,17,20,0.0
1722,CZ_Hydro_Reservoir,2050,2,21,24,0.0
1723,CZ_Hydro_Reservoir,2050,3,1,4,-2.3590018827235326e-12
1724,CZ_Hydro_Reservoir,2050,3,5,8,0.0
1725,CZ_Hydro_Reservoir,2050,3,9,12,0.0
1726,CZ_Hydro_Reservoir,2050,3,13,16,0.0
1727,CZ_Hydro_Reservoir,2050,3,17,20,0.0
1728,CZ_Hydro_Reservoir,2050,3,21,24,0.0
1729,DE_Pump_Hydro_Closed,2050,1,1,1,2.2737367544323206e-12
1730,DE_Pump_Hydro_Closed,2050,1,2,2,2.2737367544323206e-12
1731,DE_Pump_Hydro_Closed,2050,1,3,3,2.2737367544323206e-12
1732,DE_Pump_Hydro_Closed,2050,1,4,4,-2.1533885785629536e-12
1733,DE_Pump_Hydro_Closed,2050,1,5,5,-2.1533885785629536e-12
1734,DE_Pump_Hydro_Closed,2050,1,6,6,-2.1533885785629536e-12
1735,DE_Pump_Hydro_Closed,2050,1,7,7,-2.1533885785629536e-12
1736,DE_Pump_Hydro_Closed,2050,1,8,8,0.0
1737,DE_Pump_Hydro_Closed,2050,1,9,9,0.0
1738,DE_Pump_Hydro_Closed,2050,1,10,10,0.0
1739,DE_Pump_Hydro_Closed,2050,1,11,11,0.0
1740,DE_Pump_Hydro_Closed,2050,1,12,12,0.0
1741,DE_Pump_Hydro_Closed,2050,1,13,13,0.0
1742,DE_Pump_Hydro_Closed,2050,1,14,14,0.0
1743,DE_Pump_Hydro_Closed,2050,1,15,15,0.0
1744,DE_Pump_Hydro_Closed,2050,1,16,16,0.0
1745,DE_Pump_Hydro_Closed,2050,1,17,17,0.0
1746,DE_Pump_Hydro_Closed,2050,1,18,18,0.0
1747,DE_Pump_Hydro_Closed,2050,1,19,19,0.0
1748,DE_Pump_Hydro_Closed,2050,1,20,20,0.0
1749,DE_Pump_Hydro_Closed,2050,1,21,21,0.0
1750,DE_Pump_Hydro_Closed,2050,1,22,22,0.0
1751,DE_Pump_Hydro_Closed,2050,1,23,23,0.0
1752,DE_Pump_Hydro_Closed,2050,1,24,24,0.0
1753,DE_Pump_Hydro_Closed,2050,2,1,1,1.8189894035458565e-12
1754,DE_Pump_Hydro_Closed,2050,2,2,2,1.8189894035458565e-12
1755,DE_Pump_Hydro_Closed,2050,2,3,3,0.0
1756,DE_Pump_Hydro_Closed,2050,2,4,4,0.0
1757,DE_Pump_Hydro_Closed,2050,2,5,5,0.0
1758,DE_Pump_Hydro_Closed,2050,2,6,6,0.0
1759,DE_Pump_Hydro_Closed,2050,2,7,7,1.8189894035458565e-12
1760,DE_Pump_Hydro_Closed,2050,2,8,8,0.0
1761,DE_Pump_Hydro_Closed,2050,2,9,9,1.8189894035458565e-12
1762,DE_Pump_Hydro_Closed,2050,2,10,10,0.0
1763,DE_Pump_Hydro_Closed,2050,2,11,11,0.0
1764,DE_Pump_Hydro_Closed,2050,2,12,12,0.0
1765,DE_Pump_Hydro_Closed,2050,2,13,13,0.0
1766,DE_Pump_Hydro_Closed,2050,2,14,14,0.0
1767,DE_Pump_Hydro_Closed,2050,2,15,15,0.0
1768,DE_Pump_Hydro_Closed,2050,2,16,16,0.0
1769,DE_Pump_Hydro_Closed,2050,2,17,17,0.0
1770,DE_Pump_Hydro_Closed,2050,2,18,18,0.0
1771,DE_Pump_Hydro_Closed,2050,2,19,19,0.0
1772,DE_Pump_Hydro_Closed,2050,2,20,20,0.0
1773,DE_Pump_Hydro_Closed,2050,2,21,21,0.0
1774,DE_Pump_Hydro_Closed,2050,2,22,22,0.0
1775,DE_Pump_Hydro_Closed,2050,2,23,23,0.0
1776,DE_Pump_Hydro_Closed,2050,2,24,24,1.8189894035458565e-12
1777,DE_Pump_Hydro_Closed,2050,3,1,1,0.0
1778,DE_Pump_Hydro_Closed,2050,3,2,2,0.0
1779,BG_Battery,2050,1,1,4,0.0
1780,BG_Battery,2050,1,5,8,0.0
1781,BG_Battery,2050,1,9,12,0.0
1782,BG_Battery,2050,1,13,16,0.0
1783,BG_Battery,2050,1,17,20,0.0
1784,BG_Battery,2050,1,21,24,0.0
1785,BG_Battery,2050,2,1,4,0.0
1786,BG_Battery,2050,2,5,8,0.0
1787,BG_Battery,2050,2,9,12,0.0
1788,BG_Battery,2050,2,13,16,0.0
1789,BG_Battery,2050,2,17,20,0.0
1790,BG_Battery,2050,2,21,24,0.0
1791,BG_Battery,2050,3,1,4,0.0
1792,BG_Battery,2050,3,5,8,0.0
1793,BG_Battery,2050,3,9,12,0.0
1794,BG_Battery,2050,3,13,16,0.0
1795,BG_Battery,2050,3,17,20,0.0
1796,BG_Battery,2050,3,21,24,0.0
1797,CH_Hydro,2050,1,1,4,-4505.413299929448
1798,CH_Hydro,2050,1,5,8,-4505.413299929448
1799,CH_Hydro,2050,1,9,12,-0.0
1800,CH_Hydro,2050,1,13,16,-0.0
1801,CH_Hydro,2050,1,17,20,-3449.457057758485
1802,CH_Hydro,2050,1,21,24,-4505.413299929448
1803,CH_Hydro,2050,2,1,4,-17164.300864919005
1804,CH_Hydro,2050,2,5,8,-17164.300864919016
1805,CH_Hydro,2050,2,9,12,-13141.417849703617
1806,CH_Hydro,2050,2,13,16,-13141.417849703626
1807,CH_Hydro,2050,2,17,20,-17164.300864919016
1808,CH_Hydro,2050,2,21,24,-17164.300864919016
1809,CH_Hydro,2050,3,1,4,-17553.009374410776
1810,CH_Hydro,2050,3,5,8,-17553.009374410776
1811,CH_Hydro,2050,3,9,12,-16008.783374697005
1812,CH_Hydro,2050,3,13,16,-16008.783374697005
1813,CH_Hydro,2050,3,17,20,-17553.009374410794
1814,CH_Hydro,2050,3,21,24,-17553.009374410794
1815,DE_Pump_Hydro_Open,2050,1,1,1,2.2737367544323206e-13
1816,DE_Pump_Hydro_Open,2050,1,2,2,2.2737367544323206e-13
1817,DE_Pump_Hydro_Open,2050,1,3,3,2.2737367544323206e-13
1818,DE_Pump_Hydro_Open,2050,1,4,4,1.2616574451840279e-12
1819,DE_Pump_Hydro_Open,2050,1,5,5,1.2616574451840279e-12
1820,DE_Pump_Hydro_Open,2050,1,6,6,1.2616574451840279e-12
1821,DE_Pump_Hydro_Open,2050,1,7,7,1.2616574451840279e-12
1822,DE_Pump_Hydro_Open,2050,1,8,8,0.0
1823,DE_Pump_Hydro_Open,2050,1,9,9,0.0
1824,DE_Pump_Hydro_Open,2050,1,10,10,0.0
1825,DE_Pump_Hydro_Open,2050,1,11,11,0.0
1826,DE_Pump_Hydro_Open,2050,1,12,12,0.0
1827,DE_Pump_Hydro_Open,2050,1,13,13,0.0
1828,DE_Pump_Hydro_Open,2050,1,14,14,0.0
1829,DE_Pump_Hydro_Open,2050,1,15,15,0.0
1830,DE_Pump_Hydro_Open,2050,1,16,16,0.0
1831,DE_Pump_Hydro_Open,2050,1,17,17,0.0
1832,DE_Pump_Hydro_Open,2050,1,18,18,0.0
1833,DE_Pump_Hydro_Open,2050,1,19,19,0.0
1834,DE_Pump_Hydro_Open,2050,1,20,20,0.0
1835,DE_Pump_Hydro_Open,2050,1,21,21,0.0
1836,DE_Pump_Hydro_Open,2050,1,22,22,0.0
1837,DE_Pump_Hydro_Open,2050,1,23,23,0.0
1838,DE_Pump_Hydro_Open,2050,1,24,24,0.0
1839,DE_Pump_Hydro_Open,2050,2,1,1,1.8189894035458565e-12
1840,DE_Pump_Hydro_Open,2050,2,2,2,1.8189894035458565e-12
1841,DE_Pump_Hydro_Open,2050,2,3,3,0.0
1842,DE_Pump_Hydro_Open,2050,2,4,4,0.0
1843,DE_Pump_Hydro_Open,2050,2,5,5,0.0
1844,DE_Pump_Hydro_Open,2050,2,6,6,0.0
1845,DE_Pump_Hydro_Open,2050,2,7,7,1.8189894035458565e-12
1846,DE_Pump_Hydro_Open,2050,2,8,8,0.0
1847,DE_Pump_Hydro_Open,2050,2,9,9,1.8189894035458565e-12
1848,DE_Pump_Hydro_Open,2050,2,10,10,0.0
1849,DE_Pump_Hydro_Open,2050,2,11,11,0.0
1850,DE_Pump_Hydro_Open,2050,2,12,12,0.0
1851,DE_Pump_Hydro_Open,2050,2,13,13,0.0
1852,DE_Pump_Hydro_Open,2050,2,14,14,0.0
1853,DE_Pump_Hydro_Open,2050,2,15,15,0.0
1854,DE_Pump_Hydro_Open,2050,2,16,16,0.0
1855,DE_Pump_Hydro_Open,2050,2,17,17,0.0
1856,DE_Pump_Hydro_Open,2050,2,18,18,0.0
1857,DE_Pump_Hydro_Open,2050,2,19,19,1.8189894035458565e-12
1858,DE_Pump_Hydro_Open,2050,2,20,20,1.8189894035458565e-12
1859,DE_Pump_Hydro_Open,2050,2,21,21,1.8189894035458565e-12
1860,DE_Pump_Hydro_Open,2050,2,22,22,0.0
1861,DE_Pump_Hydro_Open,2050,2,23,23,1.8189894035458565e-12
1862,DE_Pump_Hydro_Open,2050,2,24,24,1.8189894035458565e-12
1863,DE_Pump_Hydro_Open,2050,3,1,1,0.0
1864,DE_Pump_Hydro_Open,2050,3,2,2,0.0
1865,DE_Pump_Hydro_Open,2050,3,3,3,0.0
1866,DE_Pump_Hydro_Open,2050,3,4,4,0.0
1867,DE_Pump_Hydro_Open,2050,3,5,5,-1.7266188478970435e-12
1868,DE_Pump_Hydro_Open,2050,3,6,6,-1.7266188478970435e-12
1869,DE_Pump_Hydro_Open,2050,3,7,7,-1.7266188478970435e-12
1870,DE_Pump_Hydro_Open,2050,3,8,8,-1.7266188478970435e-12
