id,asset,milestone_year,rep_period,time_block_start,time_block_end,solution
91,LT_Pump_Hydro_Closed,2050,1,1,24,-0.1940783154940372
92,LT_Pump_Hydro_Closed,2050,2,1,24,0.14686396977877467
93,LT_Pump_Hydro_Closed,2050,3,1,24,-0.0028287348457620024
94,LU_Pump_Hydro_Closed,2050,1,1,24,-0.05605486897835409
95,LU_Pump_Hydro_Closed,2050,2,1,24,-0.0
96,LU_Pump_Hydro_Closed,2050,3,1,24,0.04066169900240567
97,NO_Hydro_Reservoir,2050,1,1,24,94.58645932122263
98,NO_Hydro_Reservoir,2050,2,1,24,156.16323203841335
99,NO_Hydro_Reservoir,2050,3,1,24,-221.3168858444587
100,NO_Pump_Hydro_Open,2050,1,1,24,0.019588046498399892
101,NO_Pump_Hydro_Open,2050,2,1,24,-0.07179673332002774
102,NO_Pump_Hydro_Open,2050,3,1,24,0.0559976726016336
103,PL_Hydro_Reservoir,2050,1,1,24,0.0034364993856841903
104,PL_Hydro_Reservoir,2050,2,1,24,-0.012595918126320656
105,PL_Hydro_Reservoir,2050,3,1,24,0.009824153088005898
106,PL_Pump_Hydro_Closed,2050,1,1,24,0.02706243266226303
107,PL_Pump_Hydro_Closed,2050,2,1,24,-0.09919285524477518
108,PL_Pump_Hydro_Closed,2050,3,1,24,0.07736520556804642
109,PL_Pump_Hydro_Open,2050,1,1,24,0.006443436348157856
110,PL_Pump_Hydro_Open,2050,2,1,24,-0.02361734648685123
111,PL_Pump_Hydro_Open,2050,3,1,24,0.018420287040011057
112,PT_Hydro_Reservoir,2050,1,1,24,-11.196779925913601
113,PT_Hydro_Reservoir,2050,2,1,24,7.477899144396204
114,PT_Hydro_Reservoir,2050,3,1,24,0.8097560505803969
115,PT_Pump_Hydro_Open,2050,1,1,24,-36.94628611654883
116,PT_Pump_Hydro_Open,2050,2,1,24,27.95818911477259
117,PT_Pump_Hydro_Open,2050,3,1,24,-0.5385003816286038
118,RO_Hydro_Reservoir,2050,1,1,24,13.000620145685666
119,RO_Hydro_Reservoir,2050,2,1,24,16.09870348873719
120,RO_Hydro_Reservoir,2050,3,1,24,-25.172702006020767
121,RO_Pump_Hydro_Open,2050,1,1,24,-1.4073965274094355
122,RO_Pump_Hydro_Open,2050,2,1,24,2.4366533243637822
123,RO_Pump_Hydro_Open,2050,3,1,24,-1.3617764493533393
124,SE_Hydro_Reservoir,2050,1,1,24,81.98264823281447
125,SE_Hydro_Reservoir,2050,2,1,24,5.548497885386851
126,SE_Hydro_Reservoir,2050,3,1,24,-64.89509387509104
127,SI_Pump_Hydro_Closed,2050,1,1,24,-0.029148531868744134
128,SI_Pump_Hydro_Closed,2050,2,1,24,-0.0
129,SI_Pump_Hydro_Closed,2050,3,1,24,0.021144083481250953
130,SK_Hydro_Reservoir,2050,1,1,24,0.04562903178451853
131,SK_Hydro_Reservoir,2050,2,1,24,-0.042637523760492395
132,SK_Hydro_Reservoir,2050,3,1,24,0.00859434900921248
133,SK_Pump_Hydro_Closed,2050,1,1,24,-0.03623856659120158
134,SK_Pump_Hydro_Closed,2050,2,1,24,0.06434284980030293
135,SK_Pump_Hydro_Closed,2050,3,1,24,-0.03663073083517275
136,SK_Pump_Hydro_Open,2050,1,1,24,-0.195665683772394
137,SK_Pump_Hydro_Open,2050,2,1,24,0.7171800883173824
138,SK_Pump_Hydro_Open,2050,3,1,24,-0.5593627164483356
139,UK_Pump_Hydro_Closed,2050,1,1,24,0.11340447972757847
140,UK_Pump_Hydro_Closed,2050,2,1,24,-0.4156652981685817
141,UK_Pump_Hydro_Closed,2050,3,1,24,0.3241970519041945
