rep_period,timestep,milestone_year,profile_name,value
3,11,2030,demand-demand,0.843263434
3,12,2030,demand-demand,0.831433678
3,13,2030,demand-demand,0.841023007
3,14,2030,demand-demand,0.837881984
3,15,2030,demand-demand,0.833660137
3,16,2030,demand-demand,0.859835616
3,17,2030,demand-demand,0.871652757
3,18,2030,demand-demand,0.890057418
3,19,2030,demand-demand,0.886100464
3,20,2030,demand-demand,0.857781351
3,21,2030,demand-demand,0.818879805
3,22,2030,demand-demand,0.772463926
3,23,2030,demand-demand,0.717593599
3,24,2030,demand-demand,0.689034969
4,1,2030,availability-solar,0.0
4,2,2030,availability-solar,0.0
4,3,2030,availability-solar,0.0
4,4,2030,availability-solar,0.0
4,5,2030,availability-solar,0.0
4,6,2030,availability-solar,0.0
4,7,2030,availability-solar,0.0
4,8,2030,availability-solar,0.0
4,9,2030,availability-solar,0.114943213
4,10,2030,availability-solar,0.247514932
4,11,2030,availability-solar,0.353425329
4,12,2030,availability-solar,0.406311142
4,13,2030,availability-solar,0.399095536
4,14,2030,availability-solar,0.340063464
4,15,2030,availability-solar,0.253706705
4,16,2030,availability-solar,0.176434069
4,17,2030,availability-solar,0.097495289
4,18,2030,availability-solar,0.025779879
4,19,2030,availability-solar,0.0
4,20,2030,availability-solar,0.0
4,21,2030,availability-solar,0.0
4,22,2030,availability-solar,0.0
4,23,2030,availability-solar,0.0
4,24,2030,availability-solar,0.0
4,1,2030,availability-wind,0.032668758
4,2,2030,availability-wind,0.043984486
4,3,2030,availability-wind,0.104700101
4,4,2030,availability-wind,0.139674325
4,5,2030,availability-wind,0.173327615
4,6,2030,availability-wind,0.259259807
4,7,2030,availability-wind,0.286715792
4,8,2030,availability-wind,0.239438708
4,9,2030,availability-wind,0.294096508
4,10,2030,availability-wind,0.4137686
4,11,2030,availability-wind,0.432841263
4,12,2030,availability-wind,0.512460031
4,13,2030,availability-wind,0.604336262
4,14,2030,availability-wind,0.656549742
4,15,2030,availability-wind,0.656989907
4,16,2030,availability-wind,0.74670688
4,17,2030,availability-wind,0.789608026
4,18,2030,availability-wind,0.715756778
4,19,2030,availability-wind,0.704270142
4,20,2030,availability-wind,0.732295752
4,21,2030,availability-wind,0.759031481
4,22,2030,availability-wind,0.675879103
4,23,2030,availability-wind,0.608536495
4,24,2030,availability-wind,0.559470324
4,1,2030,demand-demand,0.568948793
4,2,2030,demand-demand,0.564257942
4,3,2030,demand-demand,0.565749027
4,4,2030,demand-demand,0.581331289
4,5,2030,demand-demand,0.628888418
4,6,2030,demand-demand,0.65009369
4,7,2030,demand-demand,0.689071016
4,8,2030,demand-demand,0.716989925
4,9,2030,demand-demand,0.736205343
4,10,2030,demand-demand,0.754610824
4,11,2030,demand-demand,0.754723653
4,12,2030,demand-demand,0.757378426
4,13,2030,demand-demand,0.763007106
4,14,2030,demand-demand,0.761464298
4,15,2030,demand-demand,0.756390754
4,16,2030,demand-demand,0.783930958
4,17,2030,demand-demand,0.765857261
4,18,2030,demand-demand,0.747748406
4,19,2030,demand-demand,0.714945075
4,20,2030,demand-demand,0.669769244
4,21,2030,demand-demand,0.623861547
4,22,2030,demand-demand,0.587189032
4,23,2030,demand-demand,0.547878872
4,24,2030,demand-demand,0.526557824
