id,asset,year,rep_period,time_block_start,time_block_end,dual_max_output_flows_limit_simple_method
156,ccgt,2030,7,12,12,0.0
157,ccgt,2030,7,13,13,0.0
158,ccgt,2030,7,14,14,0.0
159,ccgt,2030,7,15,15,0.0
160,ccgt,2030,7,16,16,0.0
161,ccgt,2030,7,17,17,0.0
162,ccgt,2030,7,18,18,0.0
163,ccgt,2030,7,19,19,0.0
164,ccgt,2030,7,20,20,0.0
165,ccgt,2030,7,21,21,0.0
166,ccgt,2030,7,22,22,0.0
167,ccgt,2030,7,23,23,0.0
168,ccgt,2030,7,24,24,0.0
169,electrolizer,2030,1,1,1,0.0
170,electrolizer,2030,1,2,2,0.0
171,electrolizer,2030,1,3,3,0.0
172,electrolizer,2030,1,4,4,0.0
173,electrolizer,2030,1,5,5,0.0
174,electrolizer,2030,1,6,6,0.0
175,electrolizer,2030,1,7,7,0.0
176,electrolizer,2030,1,8,8,0.0
177,electrolizer,2030,1,9,9,0.0
178,electrolizer,2030,1,10,10,0.0
179,electrolizer,2030,1,11,11,0.0
180,electrolizer,2030,1,12,12,0.0
181,electrolizer,2030,1,13,13,0.0
182,electrolizer,2030,1,14,14,0.0
183,electrolizer,2030,1,15,15,0.0
184,electrolizer,2030,1,16,16,0.0
185,electrolizer,2030,1,17,17,0.0
186,electrolizer,2030,1,18,18,0.0
187,electrolizer,2030,1,19,19,0.0
188,electrolizer,2030,1,20,20,0.0
189,electrolizer,2030,1,21,21,0.0
190,electrolizer,2030,1,22,22,0.0
191,electrolizer,2030,1,23,23,0.0
192,electrolizer,2030,1,24,24,0.0
193,electrolizer,2030,2,1,1,0.0
194,electrolizer,2030,2,2,2,0.0
195,electrolizer,2030,2,3,3,0.0
196,electrolizer,2030,2,4,4,0.0
197,electrolizer,2030,2,5,5,0.0
198,electrolizer,2030,2,6,6,0.0
199,electrolizer,2030,2,7,7,0.0
200,electrolizer,2030,2,8,8,0.0
201,electrolizer,2030,2,9,9,0.0
202,electrolizer,2030,2,10,10,0.0
203,electrolizer,2030,2,11,11,0.0
204,electrolizer,2030,2,12,12,0.0
205,electrolizer,2030,2,13,13,0.0
206,electrolizer,2030,2,14,14,0.0
207,electrolizer,2030,2,15,15,0.0
208,electrolizer,2030,2,16,16,0.0
209,electrolizer,2030,2,17,17,0.0
210,electrolizer,2030,2,18,18,0.0
211,electrolizer,2030,2,19,19,0.0
212,electrolizer,2030,2,20,20,0.0
213,electrolizer,2030,2,21,21,0.0
214,electrolizer,2030,2,22,22,0.0
215,electrolizer,2030,2,23,23,0.0
216,electrolizer,2030,2,24,24,0.0
217,electrolizer,2030,3,1,1,0.0
218,electrolizer,2030,3,2,2,0.0
219,electrolizer,2030,3,3,3,0.0
220,electrolizer,2030,3,4,4,0.0
221,electrolizer,2030,3,5,5,0.0
222,electrolizer,2030,3,6,6,0.0
223,electrolizer,2030,3,7,7,0.0
224,electrolizer,2030,3,8,8,0.0
225,electrolizer,2030,3,9,9,0.0
226,electrolizer,2030,3,10,10,0.0
227,electrolizer,2030,3,11,11,0.0
228,electrolizer,2030,3,12,12,0.0
229,electrolizer,2030,3,13,13,0.0
230,electrolizer,2030,3,14,14,0.0
231,electrolizer,2030,3,15,15,0.0
232,electrolizer,2030,3,16,16,0.0
233,electrolizer,2030,3,17,17,0.0
234,electrolizer,2030,3,18,18,0.0
235,electrolizer,2030,3,19,19,0.0
236,electrolizer,2030,3,20,20,0.0
237,electrolizer,2030,3,21,21,0.0
238,electrolizer,2030,3,22,22,0.0
239,electrolizer,2030,3,23,23,0.0
240,electrolizer,2030,3,24,24,0.0
241,electrolizer,2030,4,1,1,0.0
242,electrolizer,2030,4,2,2,0.0
243,electrolizer,2030,4,3,3,0.0
244,electrolizer,2030,4,4,4,0.0
245,electrolizer,2030,4,5,5,0.0
246,electrolizer,2030,4,6,6,0.0
247,electrolizer,2030,4,7,7,0.0
248,electrolizer,2030,4,8,8,0.0
249,electrolizer,2030,4,9,9,0.0
250,electrolizer,2030,4,10,10,0.0
251,electrolizer,2030,4,11,11,0.0
252,electrolizer,2030,4,12,12,0.0
253,electrolizer,2030,4,13,13,0.0
254,electrolizer,2030,4,14,14,0.0
255,electrolizer,2030,4,15,15,0.0
256,electrolizer,2030,4,16,16,0.0
257,electrolizer,2030,4,17,17,0.0
258,electrolizer,2030,4,18,18,0.0
259,electrolizer,2030,4,19,19,0.0
260,electrolizer,2030,4,20,20,0.0
261,electrolizer,2030,4,21,21,0.0
262,electrolizer,2030,4,22,22,0.0
263,electrolizer,2030,4,23,23,0.0
264,electrolizer,2030,4,24,24,0.0
265,electrolizer,2030,5,1,1,0.0
266,electrolizer,2030,5,2,2,0.0
267,electrolizer,2030,5,3,3,0.0
268,electrolizer,2030,5,4,4,0.0
269,electrolizer,2030,5,5,5,0.0
270,electrolizer,2030,5,6,6,0.0
271,electrolizer,2030,5,7,7,0.0
272,electrolizer,2030,5,8,8,0.0
273,electrolizer,2030,5,9,9,0.0
274,electrolizer,2030,5,10,10,0.0
275,electrolizer,2030,5,11,11,0.0
276,electrolizer,2030,5,12,12,0.0
277,electrolizer,2030,5,13,13,0.0
278,electrolizer,2030,5,14,14,0.0
279,electrolizer,2030,5,15,15,0.0
280,electrolizer,2030,5,16,16,0.0
281,electrolizer,2030,5,17,17,0.0
282,electrolizer,2030,5,18,18,0.0
283,electrolizer,2030,5,19,19,0.0
284,electrolizer,2030,5,20,20,0.0
285,electrolizer,2030,5,21,21,0.0
286,electrolizer,2030,5,22,22,0.0
287,electrolizer,2030,5,23,23,0.0
288,electrolizer,2030,5,24,24,0.0
289,electrolizer,2030,6,1,1,0.0
290,electrolizer,2030,6,2,2,0.0
291,electrolizer,2030,6,3,3,0.0
292,electrolizer,2030,6,4,4,0.0
293,electrolizer,2030,6,5,5,0.0
294,electrolizer,2030,6,6,6,0.0
295,electrolizer,2030,6,7,7,0.0
296,electrolizer,2030,6,8,8,0.0
297,electrolizer,2030,6,9,9,0.0
298,electrolizer,2030,6,10,10,0.0
299,electrolizer,2030,6,11,11,0.0
300,electrolizer,2030,6,12,12,0.0
301,electrolizer,2030,6,13,13,0.0
302,electrolizer,2030,6,14,14,0.0
303,electrolizer,2030,6,15,15,0.0
304,electrolizer,2030,6,16,16,0.0
305,electrolizer,2030,6,17,17,0.0
306,electrolizer,2030,6,18,18,0.0
307,electrolizer,2030,6,19,19,0.0
308,electrolizer,2030,6,20,20,0.0
309,electrolizer,2030,6,21,21,0.0
310,electrolizer,2030,6,22,22,0.0
311,electrolizer,2030,6,23,23,0.0
312,electrolizer,2030,6,24,24,0.0
313,electrolizer,2030,7,1,1,0.0
314,electrolizer,2030,7,2,2,0.0
315,electrolizer,2030,7,3,3,0.0
316,electrolizer,2030,7,4,4,0.0
317,electrolizer,2030,7,5,5,0.0
318,electrolizer,2030,7,6,6,0.0
319,electrolizer,2030,7,7,7,0.0
320,electrolizer,2030,7,8,8,0.0
321,electrolizer,2030,7,9,9,0.0
322,electrolizer,2030,7,10,10,0.0
323,electrolizer,2030,7,11,11,0.0
324,electrolizer,2030,7,12,12,0.0
325,electrolizer,2030,7,13,13,0.0
326,electrolizer,2030,7,14,14,0.0
327,electrolizer,2030,7,15,15,0.0
328,electrolizer,2030,7,16,16,0.0
329,electrolizer,2030,7,17,17,0.0
330,electrolizer,2030,7,18,18,0.0
331,electrolizer,2030,7,19,19,0.0
332,electrolizer,2030,7,20,20,0.0
333,electrolizer,2030,7,21,21,0.0
334,electrolizer,2030,7,22,22,0.0
335,electrolizer,2030,7,23,23,0.0
336,electrolizer,2030,7,24,24,0.0
337,ens,2030,1,1,1,0.0
338,ens,2030,1,2,2,0.0
339,ens,2030,1,3,3,0.0
340,ens,2030,1,4,4,0.0
341,ens,2030,1,5,5,0.0
342,ens,2030,1,6,6,0.0
343,ens,2030,1,7,7,0.0
344,ens,2030,1,8,8,0.0
345,ens,2030,1,9,9,0.0
346,ens,2030,1,10,10,0.0
347,ens,2030,1,11,11,0.0
348,ens,2030,1,12,12,0.0
349,ens,2030,1,13,13,0.0
350,ens,2030,1,14,14,0.0
351,ens,2030,1,15,15,0.0
352,ens,2030,1,16,16,0.0
353,ens,2030,1,17,17,0.0
354,ens,2030,1,18,18,0.0
355,ens,2030,1,19,19,0.0
356,ens,2030,1,20,20,0.0
357,ens,2030,1,21,21,0.0
358,ens,2030,1,22,22,0.0
359,ens,2030,1,23,23,0.0
360,ens,2030,1,24,24,0.0
361,ens,2030,2,1,1,0.0
362,ens,2030,2,2,2,0.0
363,ens,2030,2,3,3,0.0
364,ens,2030,2,4,4,0.0
365,ens,2030,2,5,5,0.0
366,ens,2030,2,6,6,0.0
367,ens,2030,2,7,7,0.0
368,ens,2030,2,8,8,0.0
369,ens,2030,2,9,9,0.0
370,ens,2030,2,10,10,0.0
371,ens,2030,2,11,11,0.0
372,ens,2030,2,12,12,0.0
373,ens,2030,2,13,13,0.0
374,ens,2030,2,14,14,0.0
375,ens,2030,2,15,15,0.0
376,ens,2030,2,16,16,0.0
377,ens,2030,2,17,17,0.0
378,ens,2030,2,18,18,0.0
379,ens,2030,2,19,19,0.0
380,ens,2030,2,20,20,0.0
381,ens,2030,2,21,21,0.0
382,ens,2030,2,22,22,0.0
383,ens,2030,2,23,23,0.0
384,ens,2030,2,24,24,0.0
385,ens,2030,3,1,1,0.0
386,ens,2030,3,2,2,0.0
387,ens,2030,3,3,3,0.0
388,ens,2030,3,4,4,0.0
389,ens,2030,3,5,5,0.0
390,ens,2030,3,6,6,0.0
391,ens,2030,3,7,7,0.0
392,ens,2030,3,8,8,0.0
393,ens,2030,3,9,9,0.0
394,ens,2030,3,10,10,0.0
395,ens,2030,3,11,11,0.0
396,ens,2030,3,12,12,0.0
397,ens,2030,3,13,13,0.0
398,ens,2030,3,14,14,0.0
399,ens,2030,3,15,15,0.0
400,ens,2030,3,16,16,0.0
401,ens,2030,3,17,17,0.0
402,ens,2030,3,18,18,0.0
403,ens,2030,3,19,19,0.0
404,ens,2030,3,20,20,0.0
405,ens,2030,3,21,21,0.0
406,ens,2030,3,22,22,0.0
407,ens,2030,3,23,23,0.0
408,ens,2030,3,24,24,0.0
409,ens,2030,4,1,1,0.0
410,ens,2030,4,2,2,0.0
411,ens,2030,4,3,3,0.0
412,ens,2030,4,4,4,0.0
413,ens,2030,4,5,5,0.0
414,ens,2030,4,6,6,0.0
415,ens,2030,4,7,7,0.0
416,ens,2030,4,8,8,0.0
417,ens,2030,4,9,9,0.0
418,ens,2030,4,10,10,0.0
419,ens,2030,4,11,11,0.0
420,ens,2030,4,12,12,0.0
421,ens,2030,4,13,13,0.0
422,ens,2030,4,14,14,0.0
423,ens,2030,4,15,15,0.0
424,ens,2030,4,16,16,0.0
425,ens,2030,4,17,17,0.0
426,ens,2030,4,18,18,0.0
427,ens,2030,4,19,19,0.0
428,ens,2030,4,20,20,0.0
429,ens,2030,4,21,21,0.0
430,ens,2030,4,22,22,0.0
431,ens,2030,4,23,23,0.0
432,ens,2030,4,24,24,0.0
433,ens,2030,5,1,1,0.0
434,ens,2030,5,2,2,0.0
435,ens,2030,5,3,3,0.0
436,ens,2030,5,4,4,0.0
437,ens,2030,5,5,5,0.0
438,ens,2030,5,6,6,0.0
439,ens,2030,5,7,7,0.0
440,ens,2030,5,8,8,0.0
441,ens,2030,5,9,9,0.0
442,ens,2030,5,10,10,0.0
443,ens,2030,5,11,11,0.0
444,ens,2030,5,12,12,0.0
445,ens,2030,5,13,13,0.0
446,ens,2030,5,14,14,0.0
447,ens,2030,5,15,15,0.0
448,ens,2030,5,16,16,0.0
449,ens,2030,5,17,17,0.0
450,ens,2030,5,18,18,0.0
451,ens,2030,5,19,19,0.0
452,ens,2030,5,20,20,0.0
453,ens,2030,5,21,21,0.0
454,ens,2030,5,22,22,0.0
455,ens,2030,5,23,23,0.0
456,ens,2030,5,24,24,0.0
457,ens,2030,6,1,1,0.0
458,ens,2030,6,2,2,0.0
459,ens,2030,6,3,3,0.0
460,ens,2030,6,4,4,0.0
461,ens,2030,6,5,5,0.0
462,ens,2030,6,6,6,0.0
463,ens,2030,6,7,7,0.0
464,ens,2030,6,8,8,0.0
465,ens,2030,6,9,9,0.0
466,ens,2030,6,10,10,0.0
467,ens,2030,6,11,11,0.0
468,ens,2030,6,12,12,0.0
469,ens,2030,6,13,13,0.0
470,ens,2030,6,14,14,0.0
471,ens,2030,6,15,15,0.0
472,ens,2030,6,16,16,0.0
473,ens,2030,6,17,17,0.0
474,ens,2030,6,18,18,0.0
475,ens,2030,6,19,19,0.0
476,ens,2030,6,20,20,0.0
477,ens,2030,6,21,21,0.0
478,ens,2030,6,22,22,0.0
479,ens,2030,6,23,23,0.0
480,ens,2030,6,24,24,0.0
481,ens,2030,7,1,1,0.0
482,ens,2030,7,2,2,0.0
483,ens,2030,7,3,3,0.0
484,ens,2030,7,4,4,0.0
485,ens,2030,7,5,5,0.0
486,ens,2030,7,6,6,0.0
487,ens,2030,7,7,7,0.0
488,ens,2030,7,8,8,0.0
489,ens,2030,7,9,9,0.0
490,ens,2030,7,10,10,0.0
491,ens,2030,7,11,11,0.0
492,ens,2030,7,12,12,0.0
493,ens,2030,7,13,13,0.0
494,ens,2030,7,14,14,0.0
495,ens,2030,7,15,15,0.0
496,ens,2030,7,16,16,0.0
497,ens,2030,7,17,17,0.0
498,ens,2030,7,18,18,0.0
499,ens,2030,7,19,19,0.0
500,ens,2030,7,20,20,0.0
501,ens,2030,7,21,21,0.0
502,ens,2030,7,22,22,0.0
503,ens,2030,7,23,23,0.0
504,ens,2030,7,24,24,0.0
505,ocgt,2030,1,1,1,0.0
506,ocgt,2030,1,2,2,0.0
507,ocgt,2030,1,3,3,0.0
508,ocgt,2030,1,4,4,0.0
509,ocgt,2030,1,5,5,0.0
510,ocgt,2030,1,6,6,0.0
511,ocgt,2030,1,7,7,0.0
512,ocgt,2030,1,8,8,0.0
513,ocgt,2030,1,9,9,0.0
514,ocgt,2030,1,10,10,0.0
515,ocgt,2030,1,11,11,0.0
516,ocgt,2030,1,12,12,0.0
517,ocgt,2030,1,13,13,0.0
518,ocgt,2030,1,14,14,0.0
519,ocgt,2030,1,15,15,0.0
520,ocgt,2030,1,16,16,0.0
521,ocgt,2030,1,17,17,0.0
522,ocgt,2030,1,18,18,0.0
523,ocgt,2030,1,19,19,0.0
524,ocgt,2030,1,20,20,0.0
525,ocgt,2030,1,21,21,0.0
526,ocgt,2030,1,22,22,0.0
527,ocgt,2030,1,23,23,0.0
528,ocgt,2030,1,24,24,0.0
529,ocgt,2030,2,1,1,0.0
530,ocgt,2030,2,2,2,0.0
531,ocgt,2030,2,3,3,0.0
532,ocgt,2030,2,4,4,0.0
533,ocgt,2030,2,5,5,0.0
534,ocgt,2030,2,6,6,0.0
535,ocgt,2030,2,7,7,0.0
536,ocgt,2030,2,8,8,0.0
537,ocgt,2030,2,9,9,0.0
538,ocgt,2030,2,10,10,0.0
539,ocgt,2030,2,11,11,0.0
540,ocgt,2030,2,12,12,0.0
541,ocgt,2030,2,13,13,0.0
542,ocgt,2030,2,14,14,0.0
543,ocgt,2030,2,15,15,0.0
544,ocgt,2030,2,16,16,0.0
545,ocgt,2030,2,17,17,0.0
546,ocgt,2030,2,18,18,0.0
547,ocgt,2030,2,19,19,0.0
548,ocgt,2030,2,20,20,0.0
549,ocgt,2030,2,21,21,0.0
550,ocgt,2030,2,22,22,0.0
551,ocgt,2030,2,23,23,0.0
552,ocgt,2030,2,24,24,0.0
553,ocgt,2030,3,1,1,0.0
554,ocgt,2030,3,2,2,0.0
555,ocgt,2030,3,3,3,0.0
556,ocgt,2030,3,4,4,0.0
557,ocgt,2030,3,5,5,0.0
558,ocgt,2030,3,6,6,0.0
559,ocgt,2030,3,7,7,0.0
560,ocgt,2030,3,8,8,0.0
561,ocgt,2030,3,9,9,0.0
562,ocgt,2030,3,10,10,0.0
563,ocgt,2030,3,11,11,0.0
564,ocgt,2030,3,12,12,0.0
565,ocgt,2030,3,13,13,0.0
566,ocgt,2030,3,14,14,0.0
567,ocgt,2030,3,15,15,0.0
568,ocgt,2030,3,16,16,0.0
569,ocgt,2030,3,17,17,0.0
570,ocgt,2030,3,18,18,0.0
571,ocgt,2030,3,19,19,0.0
572,ocgt,2030,3,20,20,0.0
573,ocgt,2030,3,21,21,0.0
574,ocgt,2030,3,22,22,0.0
575,ocgt,2030,3,23,23,0.0
576,ocgt,2030,3,24,24,0.0
577,ocgt,2030,4,1,1,0.0
578,ocgt,2030,4,2,2,0.0
579,ocgt,2030,4,3,3,0.0
580,ocgt,2030,4,4,4,0.0
581,ocgt,2030,4,5,5,0.0
582,ocgt,2030,4,6,6,0.0
583,ocgt,2030,4,7,7,0.0
584,ocgt,2030,4,8,8,0.0
585,ocgt,2030,4,9,9,0.0
586,ocgt,2030,4,10,10,0.0
587,ocgt,2030,4,11,11,0.0
588,ocgt,2030,4,12,12,0.0
589,ocgt,2030,4,13,13,0.0
590,ocgt,2030,4,14,14,0.0
591,ocgt,2030,4,15,15,0.0
592,ocgt,2030,4,16,16,0.0
593,ocgt,2030,4,17,17,0.0
594,ocgt,2030,4,18,18,0.0
595,ocgt,2030,4,19,19,0.0
596,ocgt,2030,4,20,20,0.0
597,ocgt,2030,4,21,21,0.0
598,ocgt,2030,4,22,22,0.0
599,ocgt,2030,4,23,23,0.0
600,ocgt,2030,4,24,24,0.0
601,ocgt,2030,5,1,1,0.0
602,ocgt,2030,5,2,2,0.0
603,ocgt,2030,5,3,3,0.0
604,ocgt,2030,5,4,4,0.0
605,ocgt,2030,5,5,5,0.0
606,ocgt,2030,5,6,6,0.0
607,ocgt,2030,5,7,7,0.0
608,ocgt,2030,5,8,8,0.0
609,ocgt,2030,5,9,9,0.0
610,ocgt,2030,5,10,10,0.0
611,ocgt,2030,5,11,11,0.0
612,ocgt,2030,5,12,12,0.0
613,ocgt,2030,5,13,13,0.0
614,ocgt,2030,5,14,14,0.0
615,ocgt,2030,5,15,15,0.0
616,ocgt,2030,5,16,16,0.0
617,ocgt,2030,5,17,17,0.0
618,ocgt,2030,5,18,18,0.0
619,ocgt,2030,5,19,19,0.0
620,ocgt,2030,5,20,20,0.0
621,ocgt,2030,5,21,21,0.0
622,ocgt,2030,5,22,22,0.0
623,ocgt,2030,5,23,23,0.0
624,ocgt,2030,5,24,24,0.0
625,ocgt,2030,6,1,1,0.0
626,ocgt,2030,6,2,2,0.0
627,ocgt,2030,6,3,3,0.0
628,ocgt,2030,6,4,4,0.0
629,ocgt,2030,6,5,5,0.0
630,ocgt,2030,6,6,6,0.0
631,ocgt,2030,6,7,7,0.0
632,ocgt,2030,6,8,8,0.0
633,ocgt,2030,6,9,9,0.0
634,ocgt,2030,6,10,10,0.0
635,ocgt,2030,6,11,11,0.0
636,ocgt,2030,6,12,12,0.0
637,ocgt,2030,6,13,13,0.0
638,ocgt,2030,6,14,14,0.0
639,ocgt,2030,6,15,15,0.0
640,ocgt,2030,6,16,16,0.0
641,ocgt,2030,6,17,17,0.0
642,ocgt,2030,6,18,18,0.0
643,ocgt,2030,6,19,19,0.0
644,ocgt,2030,6,20,20,0.0
645,ocgt,2030,6,21,21,0.0
646,ocgt,2030,6,22,22,0.0
647,ocgt,2030,6,23,23,0.0
648,ocgt,2030,6,24,24,0.0
649,ocgt,2030,7,1,1,0.0
650,ocgt,2030,7,2,2,0.0
651,ocgt,2030,7,3,3,0.0
652,ocgt,2030,7,4,4,0.0
653,ocgt,2030,7,5,5,0.0
654,ocgt,2030,7,6,6,0.0
655,ocgt,2030,7,7,7,0.0
656,ocgt,2030,7,8,8,0.0
657,ocgt,2030,7,9,9,0.0
658,ocgt,2030,7,10,10,0.0
659,ocgt,2030,7,11,11,0.0
660,ocgt,2030,7,12,12,0.0
661,ocgt,2030,7,13,13,0.0
662,ocgt,2030,7,14,14,0.0
663,ocgt,2030,7,15,15,0.0
664,ocgt,2030,7,16,16,0.0
665,ocgt,2030,7,17,17,0.0
666,ocgt,2030,7,18,18,0.0
667,ocgt,2030,7,19,19,0.0
668,ocgt,2030,7,20,20,0.0
669,ocgt,2030,7,21,21,0.0
670,ocgt,2030,7,22,22,0.0
671,ocgt,2030,7,23,23,0.0
672,ocgt,2030,7,24,24,0.0
673,smr_ccs,2030,1,1,1,0.0
674,smr_ccs,2030,1,2,2,0.0
675,smr_ccs,2030,1,3,3,0.0
676,smr_ccs,2030,1,4,4,0.0
677,smr_ccs,2030,1,5,5,0.0
678,smr_ccs,2030,1,6,6,0.0
679,smr_ccs,2030,1,7,7,0.0
680,smr_ccs,2030,1,8,8,0.0
681,smr_ccs,2030,1,9,9,0.0
682,smr_ccs,2030,1,10,10,0.0
683,smr_ccs,2030,1,11,11,0.0
684,smr_ccs,2030,1,12,12,0.0
685,smr_ccs,2030,1,13,13,0.0
686,smr_ccs,2030,1,14,14,0.0
687,smr_ccs,2030,1,15,15,0.0
688,smr_ccs,2030,1,16,16,0.0
689,smr_ccs,2030,1,17,17,0.0
690,smr_ccs,2030,1,18,18,0.0
691,smr_ccs,2030,1,19,19,0.0
692,smr_ccs,2030,1,20,20,0.0
693,smr_ccs,2030,1,21,21,0.0
694,smr_ccs,2030,1,22,22,0.0
695,smr_ccs,2030,1,23,23,0.0
696,smr_ccs,2030,1,24,24,0.0
697,smr_ccs,2030,2,1,1,0.0
698,smr_ccs,2030,2,2,2,0.0
699,smr_ccs,2030,2,3,3,0.0
700,smr_ccs,2030,2,4,4,0.0
701,smr_ccs,2030,2,5,5,0.0
