id,from_asset,to_asset,year,rep_period,capacity_coefficient,conversion_coefficient,time_block_start,time_block_end,solution
1,ens,e_demand,2030,1,1.0,1.0,1,1,0.0
2,ens,e_demand,2030,1,1.0,1.0,2,2,0.0
3,ens,e_demand,2030,1,1.0,1.0,3,3,11.01894100000004
4,ens,e_demand,2030,1,1.0,1.0,4,4,50.40705270000001
5,ens,e_demand,2030,1,1.0,1.0,5,5,125.97725269999978
6,ens,e_demand,2030,1,1.0,1.0,6,6,145.15509010000005
7,ens,e_demand,2030,1,1.0,1.0,7,7,205.2912429999999
8,ens,e_demand,2030,1,1.0,1.0,8,8,169.38388670000018
9,ens,e_demand,2030,1,1.0,1.0,9,9,63.88601920000008
10,ens,e_demand,2030,1,1.0,1.0,10,10,0.0
11,ens,e_demand,2030,1,1.0,1.0,11,11,0.0
12,ens,e_demand,2030,1,1.0,1.0,12,12,0.0
13,ens,e_demand,2030,1,1.0,1.0,13,13,0.0
14,ens,e_demand,2030,1,1.0,1.0,14,14,0.0
15,ens,e_demand,2030,1,1.0,1.0,15,15,0.0
16,ens,e_demand,2030,1,1.0,1.0,16,16,0.0
17,ens,e_demand,2030,1,1.0,1.0,17,17,0.0
18,ens,e_demand,2030,1,1.0,1.0,18,18,46.0063783999999
19,ens,e_demand,2030,1,1.0,1.0,19,19,137.2897742
20,ens,e_demand,2030,1,1.0,1.0,20,20,182.50828179999985
21,ens,e_demand,2030,1,1.0,1.0,21,21,126.08894150000015
22,ens,e_demand,2030,1,1.0,1.0,22,22,64.27173850000008
23,ens,e_demand,2030,1,1.0,1.0,23,23,2.714994800000113
24,ens,e_demand,2030,1,1.0,1.0,24,24,0.0
25,ocgt,e_demand,2030,1,1.0,1.0,1,1,100.0
26,ocgt,e_demand,2030,1,1.0,1.0,2,2,100.0
27,ocgt,e_demand,2030,1,1.0,1.0,3,3,100.0
28,ocgt,e_demand,2030,1,1.0,1.0,4,4,100.0
29,ocgt,e_demand,2030,1,1.0,1.0,5,5,100.0
30,ocgt,e_demand,2030,1,1.0,1.0,6,6,100.0
31,ocgt,e_demand,2030,1,1.0,1.0,7,7,100.0
32,ocgt,e_demand,2030,1,1.0,1.0,8,8,100.0
33,ocgt,e_demand,2030,1,1.0,1.0,9,9,100.0
34,ocgt,e_demand,2030,1,1.0,1.0,10,10,65.11386049999987
35,ocgt,e_demand,2030,1,1.0,1.0,11,11,0.0
36,ocgt,e_demand,2030,1,1.0,1.0,12,12,0.0
37,ocgt,e_demand,2030,1,1.0,1.0,13,13,0.0
38,ocgt,e_demand,2030,1,1.0,1.0,14,14,0.0
39,ocgt,e_demand,2030,1,1.0,1.0,15,15,0.0
40,ocgt,e_demand,2030,1,1.0,1.0,16,16,53.38578849999999
41,ocgt,e_demand,2030,1,1.0,1.0,17,17,100.0
42,ocgt,e_demand,2030,1,1.0,1.0,18,18,100.0
43,ocgt,e_demand,2030,1,1.0,1.0,19,19,100.0
44,ocgt,e_demand,2030,1,1.0,1.0,20,20,100.0
45,ocgt,e_demand,2030,1,1.0,1.0,21,21,100.0
46,ocgt,e_demand,2030,1,1.0,1.0,22,22,100.0
47,ocgt,e_demand,2030,1,1.0,1.0,23,23,100.0
48,ocgt,e_demand,2030,1,1.0,1.0,24,24,80.69906649999996
49,ccgt,e_demand,2030,1,1.0,1.0,1,1,800.0
50,ccgt,e_demand,2030,1,1.0,1.0,2,2,800.0
51,ccgt,e_demand,2030,1,1.0,1.0,3,3,800.0
52,ccgt,e_demand,2030,1,1.0,1.0,4,4,800.0
53,ccgt,e_demand,2030,1,1.0,1.0,5,5,800.0
54,ccgt,e_demand,2030,1,1.0,1.0,6,6,800.0
55,ccgt,e_demand,2030,1,1.0,1.0,7,7,800.0
56,ccgt,e_demand,2030,1,1.0,1.0,8,8,800.0
57,ccgt,e_demand,2030,1,1.0,1.0,9,9,800.0
58,ccgt,e_demand,2030,1,1.0,1.0,10,10,800.0
59,ccgt,e_demand,2030,1,1.0,1.0,11,11,780.843096
60,ccgt,e_demand,2030,1,1.0,1.0,12,12,739.224103
61,ccgt,e_demand,2030,1,1.0,1.0,13,13,737.901087
62,ccgt,e_demand,2030,1,1.0,1.0,14,14,745.0097765
63,ccgt,e_demand,2030,1,1.0,1.0,15,15,770.4226295
64,ccgt,e_demand,2030,1,1.0,1.0,16,16,800.0
65,ccgt,e_demand,2030,1,1.0,1.0,17,17,800.0
66,ccgt,e_demand,2030,1,1.0,1.0,18,18,800.0
67,ccgt,e_demand,2030,1,1.0,1.0,19,19,800.0
68,ccgt,e_demand,2030,1,1.0,1.0,20,20,800.0
69,ccgt,e_demand,2030,1,1.0,1.0,21,21,800.0
70,ccgt,e_demand,2030,1,1.0,1.0,22,22,800.0
71,ccgt,e_demand,2030,1,1.0,1.0,23,23,800.0
72,ccgt,e_demand,2030,1,1.0,1.0,24,24,800.0
73,wind,e_demand,2030,1,1.0,1.0,1,1,10.743375500000084
74,wind,e_demand,2030,1,1.0,1.0,2,2,12.2965056
75,wind,e_demand,2030,1,1.0,1.0,3,3,12.351856
76,wind,e_demand,2030,1,1.0,1.0,4,4,7.2856644
77,wind,e_demand,2030,1,1.0,1.0,5,5,3.9981944
78,wind,e_demand,2030,1,1.0,1.0,6,6,7.9708552
79,wind,e_demand,2030,1,1.0,1.0,7,7,6.49897
80,wind,e_demand,2030,1,1.0,1.0,8,8,7.677626399999999
81,wind,e_demand,2030,1,1.0,1.0,9,9,2.5555184
82,wind,e_demand,2030,1,1.0,1.0,10,10,0.0
83,wind,e_demand,2030,1,1.0,1.0,11,11,0.0
84,wind,e_demand,2030,1,1.0,1.0,12,12,0.0
85,wind,e_demand,2030,1,1.0,1.0,13,13,0.0
86,wind,e_demand,2030,1,1.0,1.0,14,14,0.0
87,wind,e_demand,2030,1,1.0,1.0,15,15,0.0
88,wind,e_demand,2030,1,1.0,1.0,16,16,0.0
89,wind,e_demand,2030,1,1.0,1.0,17,17,5.255602500000066
90,wind,e_demand,2030,1,1.0,1.0,18,18,9.9525508
91,wind,e_demand,2030,1,1.0,1.0,19,19,5.4109984
92,wind,e_demand,2030,1,1.0,1.0,20,20,3.1401616
93,wind,e_demand,2030,1,1.0,1.0,21,21,2.032712
94,wind,e_demand,2030,1,1.0,1.0,22,22,1.239886
95,wind,e_demand,2030,1,1.0,1.0,23,23,1.5122156
96,wind,e_demand,2030,1,1.0,1.0,24,24,0.0
97,solar,e_demand,2030,1,1.0,1.0,1,1,-0.0
98,solar,e_demand,2030,1,1.0,1.0,2,2,-0.0
99,solar,e_demand,2030,1,1.0,1.0,3,3,-0.0
100,solar,e_demand,2030,1,1.0,1.0,4,4,-0.0
101,solar,e_demand,2030,1,1.0,1.0,5,5,-0.0
102,solar,e_demand,2030,1,1.0,1.0,6,6,-0.0
103,solar,e_demand,2030,1,1.0,1.0,7,7,-0.0
104,solar,e_demand,2030,1,1.0,1.0,8,8,25.058713
105,solar,e_demand,2030,1,1.0,1.0,9,9,105.706333
106,solar,e_demand,2030,1,1.0,1.0,10,10,198.9853535
107,solar,e_demand,2030,1,1.0,1.0,11,11,273.9664755
108,solar,e_demand,2030,1,1.0,1.0,12,12,318.9200375
109,solar,e_demand,2030,1,1.0,1.0,13,13,339.79679699999997
110,solar,e_demand,2030,1,1.0,1.0,14,14,334.69116249999996
111,solar,e_demand,2030,1,1.0,1.0,15,15,310.5602335
112,solar,e_demand,2030,1,1.0,1.0,16,16,269.3845755
113,solar,e_demand,2030,1,1.0,1.0,17,17,196.944597
114,solar,e_demand,2030,1,1.0,1.0,18,18,119.874962
115,solar,e_demand,2030,1,1.0,1.0,19,19,44.170841
116,solar,e_demand,2030,1,1.0,1.0,20,20,0.31106100000000003
117,solar,e_demand,2030,1,1.0,1.0,21,21,-0.0
118,solar,e_demand,2030,1,1.0,1.0,22,22,-0.0
119,solar,e_demand,2030,1,1.0,1.0,23,23,-0.0
120,solar,e_demand,2030,1,1.0,1.0,24,24,-0.0
121,wind,electrolizer,2030,1,1.0,1.0,1,1,2.289084499999916
122,wind,electrolizer,2030,1,1.0,1.0,2,2,0.0
123,wind,electrolizer,2030,1,1.0,1.0,3,3,-0.0
124,wind,electrolizer,2030,1,1.0,1.0,4,4,0.0
125,wind,electrolizer,2030,1,1.0,1.0,5,5,0.0
126,wind,electrolizer,2030,1,1.0,1.0,6,6,0.0
127,wind,electrolizer,2030,1,1.0,1.0,7,7,0.0
128,wind,electrolizer,2030,1,1.0,1.0,8,8,0.0
129,wind,electrolizer,2030,1,1.0,1.0,9,9,0.0
130,wind,electrolizer,2030,1,1.0,1.0,10,10,0.506126
131,wind,electrolizer,2030,1,1.0,1.0,11,11,0.2522404
132,wind,electrolizer,2030,1,1.0,1.0,12,12,0.43848000000000004
133,wind,electrolizer,2030,1,1.0,1.0,13,13,0.3602476
134,wind,electrolizer,2030,1,1.0,1.0,14,14,2.4051752
135,wind,electrolizer,2030,1,1.0,1.0,15,15,3.4449196
136,wind,electrolizer,2030,1,1.0,1.0,16,16,7.6049688
137,wind,electrolizer,2030,1,1.0,1.0,17,17,7.695019899999934
138,wind,electrolizer,2030,1,1.0,1.0,18,18,0.0
139,wind,electrolizer,2030,1,1.0,1.0,19,19,0.0
140,wind,electrolizer,2030,1,1.0,1.0,20,20,0.0
141,wind,electrolizer,2030,1,1.0,1.0,21,21,0.0
142,wind,electrolizer,2030,1,1.0,1.0,22,22,0.0
143,wind,electrolizer,2030,1,1.0,1.0,23,23,-0.0
144,wind,electrolizer,2030,1,1.0,1.0,24,24,2.3482320000000003
145,electrolizer,h2_demand,2030,1,1.0,0.65,1,1,3.521668461538332
146,electrolizer,h2_demand,2030,1,1.0,0.65,2,2,0.8346249230770297
147,electrolizer,h2_demand,2030,1,1.0,0.65,3,3,0.0
148,electrolizer,h2_demand,2030,1,1.0,0.65,4,4,-0.0
149,electrolizer,h2_demand,2030,1,1.0,0.65,5,5,-0.0
150,electrolizer,h2_demand,2030,1,1.0,0.65,6,6,-0.0
151,electrolizer,h2_demand,2030,1,1.0,0.65,7,7,-0.0
152,electrolizer,h2_demand,2030,1,1.0,0.65,8,8,-0.0
153,electrolizer,h2_demand,2030,1,1.0,0.65,9,9,-0.0
154,electrolizer,h2_demand,2030,1,1.0,0.65,10,10,1.557310769230769
155,electrolizer,h2_demand,2030,1,1.0,0.65,11,11,0.7761243076923076
