id,asset,year,rep_period,time_block_start,time_block_end,dual_balance_conversion
1,electrolizer,2030,1,1,1,153.84615384615384
2,electrolizer,2030,1,2,2,153.84615384615384
3,electrolizer,2030,1,3,3,50.0
4,electrolizer,2030,1,4,4,50.0
5,electrolizer,2030,1,5,5,50.0
6,electrolizer,2030,1,6,6,50.0
7,electrolizer,2030,1,7,7,50.0
8,electrolizer,2030,1,8,8,50.0
9,electrolizer,2030,1,9,9,50.0
10,electrolizer,2030,1,10,10,50.0
11,electrolizer,2030,1,11,11,50.0
12,electrolizer,2030,1,12,12,50.0
13,electrolizer,2030,1,13,13,50.0
14,electrolizer,2030,1,14,14,50.0
15,electrolizer,2030,1,15,15,50.0
16,electrolizer,2030,1,16,16,50.0
17,electrolizer,2030,1,17,17,50.0
18,electrolizer,2030,1,18,18,50.0
19,electrolizer,2030,1,19,19,50.0
20,electrolizer,2030,1,20,20,50.0
21,electrolizer,2030,1,21,21,50.0
22,electrolizer,2030,1,22,22,50.0
23,electrolizer,2030,1,23,23,50.0
24,electrolizer,2030,1,24,24,50.0
25,electrolizer,2030,1,25,25,5.0
26,electrolizer,2030,1,26,26,5.0
27,electrolizer,2030,1,27,27,5.0
28,electrolizer,2030,1,28,28,50.0
29,electrolizer,2030,1,29,29,5.0
30,electrolizer,2030,1,30,30,5.0
31,electrolizer,2030,1,31,31,5.0
32,electrolizer,2030,1,32,32,5.0
33,electrolizer,2030,1,33,33,5.0
34,electrolizer,2030,1,34,34,5.0
35,electrolizer,2030,1,35,35,5.0
36,electrolizer,2030,1,36,36,5.0
37,electrolizer,2030,1,37,37,5.0
38,electrolizer,2030,1,38,38,5.0
39,electrolizer,2030,1,39,39,5.0
40,electrolizer,2030,1,40,40,5.0
41,electrolizer,2030,1,41,41,5.0
42,electrolizer,2030,1,42,42,5.0
43,electrolizer,2030,1,43,43,5.0
44,electrolizer,2030,1,44,44,5.0
45,electrolizer,2030,1,45,45,5.0
46,electrolizer,2030,1,46,46,5.0
47,electrolizer,2030,1,47,47,5.0
48,electrolizer,2030,1,48,48,5.0
49,electrolizer,2030,1,49,49,5.0
50,electrolizer,2030,1,50,50,5.0
51,electrolizer,2030,1,51,51,5.0
52,electrolizer,2030,1,52,52,5.0
53,electrolizer,2030,1,53,53,5.0
54,electrolizer,2030,1,54,54,5.0
55,electrolizer,2030,1,55,55,5.0
56,electrolizer,2030,1,56,56,5.0
57,electrolizer,2030,1,57,57,5.0
58,electrolizer,2030,1,58,58,5.0
59,electrolizer,2030,1,59,59,5.0
60,electrolizer,2030,1,60,60,5.0
61,electrolizer,2030,1,61,61,5.0
62,electrolizer,2030,1,62,62,5.0
63,electrolizer,2030,1,63,63,5.0
64,electrolizer,2030,1,64,64,5.0
65,electrolizer,2030,1,65,65,5.0
66,electrolizer,2030,1,66,66,5.0
67,electrolizer,2030,1,67,67,5.0
68,electrolizer,2030,1,68,68,5.0
69,electrolizer,2030,1,69,69,5.0
70,electrolizer,2030,1,70,70,5.0
71,electrolizer,2030,1,71,71,5.0
72,electrolizer,2030,1,72,72,5.0
73,electrolizer,2030,1,73,73,5.0
74,electrolizer,2030,1,74,74,5.0
75,electrolizer,2030,1,75,75,5.0
76,electrolizer,2030,1,76,76,5.0
77,electrolizer,2030,1,77,77,5.0
78,electrolizer,2030,1,78,78,5.0
79,electrolizer,2030,1,79,79,5.0
80,electrolizer,2030,1,80,80,5.0
81,electrolizer,2030,1,81,81,5.0
82,electrolizer,2030,1,82,82,5.0
83,electrolizer,2030,1,83,83,5.0
84,electrolizer,2030,1,84,84,50.0
85,electrolizer,2030,1,85,85,50.0
86,electrolizer,2030,1,86,86,50.0
87,electrolizer,2030,1,87,87,50.0
88,electrolizer,2030,1,88,88,50.0
89,electrolizer,2030,1,89,89,50.0
90,electrolizer,2030,1,90,90,50.0
91,electrolizer,2030,1,91,91,50.0
92,electrolizer,2030,1,92,92,50.0
93,electrolizer,2030,1,93,93,50.0
94,electrolizer,2030,1,94,94,50.0
95,electrolizer,2030,1,95,95,50.0
96,electrolizer,2030,1,96,96,50.0
97,electrolizer,2030,1,97,97,50.0
98,electrolizer,2030,1,98,98,50.0
99,electrolizer,2030,1,99,99,5.0
100,electrolizer,2030,1,100,100,5.0
101,electrolizer,2030,1,101,101,5.0
102,electrolizer,2030,1,102,102,5.0
103,electrolizer,2030,1,103,103,5.0
104,electrolizer,2030,1,104,104,5.0
105,electrolizer,2030,1,105,105,50.0
106,electrolizer,2030,1,106,106,50.0
107,electrolizer,2030,1,107,107,50.0
108,electrolizer,2030,1,108,108,50.0
109,electrolizer,2030,1,109,109,50.0
110,electrolizer,2030,1,110,110,50.0
111,electrolizer,2030,1,111,111,50.0
112,electrolizer,2030,1,112,112,50.0
113,electrolizer,2030,1,113,113,50.0
114,electrolizer,2030,1,114,114,50.0
115,electrolizer,2030,1,115,115,50.0
116,electrolizer,2030,1,116,116,50.0
117,electrolizer,2030,1,117,117,50.0
118,electrolizer,2030,1,118,118,50.0
119,electrolizer,2030,1,119,119,50.0
120,electrolizer,2030,1,120,120,50.0
121,electrolizer,2030,1,121,121,50.0
122,electrolizer,2030,1,122,122,50.0
123,electrolizer,2030,1,123,123,50.0
124,electrolizer,2030,1,124,124,50.0
125,electrolizer,2030,1,125,125,50.0
126,electrolizer,2030,1,126,126,5.0
127,electrolizer,2030,1,127,127,5.0
128,electrolizer,2030,1,128,128,5.0
129,electrolizer,2030,1,129,129,5.0
130,electrolizer,2030,1,130,130,5.0
131,electrolizer,2030,1,131,131,5.0
132,electrolizer,2030,1,132,132,5.0
133,electrolizer,2030,1,133,133,5.0
134,electrolizer,2030,1,134,134,5.0
135,electrolizer,2030,1,135,135,5.0
136,electrolizer,2030,1,136,136,5.0
137,electrolizer,2030,1,137,137,5.0
138,electrolizer,2030,1,138,138,5.0
139,electrolizer,2030,1,139,139,5.0
140,electrolizer,2030,1,140,140,5.0
141,electrolizer,2030,1,141,141,5.0
142,electrolizer,2030,1,142,142,5.0
143,electrolizer,2030,1,143,143,5.0
144,electrolizer,2030,1,144,144,5.0
145,electrolizer,2030,1,145,145,50.0
146,electrolizer,2030,1,146,146,50.0
147,electrolizer,2030,1,147,147,50.0
148,electrolizer,2030,1,148,148,50.0
149,electrolizer,2030,1,149,149,50.0
150,electrolizer,2030,1,150,150,50.0
151,electrolizer,2030,1,151,151,50.0
152,electrolizer,2030,1,152,152,50.0
153,electrolizer,2030,1,153,153,5.0
154,electrolizer,2030,1,154,154,5.0
155,electrolizer,2030,1,155,155,5.0
156,electrolizer,2030,1,156,156,5.0
157,electrolizer,2030,1,157,157,5.0
158,electrolizer,2030,1,158,158,5.0
159,electrolizer,2030,1,159,159,5.0
160,electrolizer,2030,1,160,160,5.0
161,electrolizer,2030,1,161,161,5.0
162,electrolizer,2030,1,162,162,5.0
163,electrolizer,2030,1,163,163,5.0
164,electrolizer,2030,1,164,164,5.0
165,electrolizer,2030,1,165,165,5.0
166,electrolizer,2030,1,166,166,5.0
167,electrolizer,2030,1,167,167,5.0
168,electrolizer,2030,1,168,168,5.0
169,electrolizer,2030,1,169,169,5.0
170,electrolizer,2030,1,170,170,5.0
171,electrolizer,2030,1,171,171,5.0
172,electrolizer,2030,1,172,172,5.0
173,electrolizer,2030,1,173,173,5.0
174,electrolizer,2030,1,174,174,5.0
175,electrolizer,2030,1,175,175,5.0
176,electrolizer,2030,1,176,176,5.0
177,electrolizer,2030,1,177,177,5.0
178,electrolizer,2030,1,178,178,5.0
179,electrolizer,2030,1,179,179,5.0
180,electrolizer,2030,1,180,180,5.0
181,electrolizer,2030,1,181,181,5.0
182,electrolizer,2030,1,182,182,5.0
183,electrolizer,2030,1,183,183,5.0
184,electrolizer,2030,1,184,184,5.0
185,electrolizer,2030,1,185,185,5.0
186,electrolizer,2030,1,186,186,5.0
187,electrolizer,2030,1,187,187,5.0
188,electrolizer,2030,1,188,188,5.0
189,electrolizer,2030,1,189,189,5.0
190,electrolizer,2030,1,190,190,5.0
191,electrolizer,2030,1,191,191,5.0
192,electrolizer,2030,1,192,192,5.0
193,electrolizer,2030,1,193,193,5.0
194,electrolizer,2030,1,194,194,5.0
195,electrolizer,2030,1,195,195,5.0
196,electrolizer,2030,1,196,196,5.0
197,electrolizer,2030,1,197,197,50.0
198,electrolizer,2030,1,198,198,50.0
199,electrolizer,2030,1,199,199,50.0
200,electrolizer,2030,1,200,200,50.0
201,electrolizer,2030,1,201,201,50.0
202,electrolizer,2030,1,202,202,50.0
203,electrolizer,2030,1,203,203,5.0
204,electrolizer,2030,1,204,204,5.0
205,electrolizer,2030,1,205,205,5.0
206,electrolizer,2030,1,206,206,5.0
207,electrolizer,2030,1,207,207,5.0
208,electrolizer,2030,1,208,208,5.0
209,electrolizer,2030,1,209,209,5.0
210,electrolizer,2030,1,210,210,5.0
211,electrolizer,2030,1,211,211,5.0
212,electrolizer,2030,1,212,212,5.0
213,electrolizer,2030,1,213,213,50.0
214,electrolizer,2030,1,214,214,5.0
215,electrolizer,2030,1,215,215,5.0
216,electrolizer,2030,1,216,216,5.0
217,electrolizer,2030,1,217,217,5.0
218,electrolizer,2030,1,218,218,5.0
219,electrolizer,2030,1,219,219,5.0
220,electrolizer,2030,1,220,220,5.0
221,electrolizer,2030,1,221,221,5.0
222,electrolizer,2030,1,222,222,5.0
223,electrolizer,2030,1,223,223,50.0
224,electrolizer,2030,1,224,224,50.0
225,electrolizer,2030,1,225,225,50.0
226,electrolizer,2030,1,226,226,50.0
227,electrolizer,2030,1,227,227,50.0
228,electrolizer,2030,1,228,228,5.0
229,electrolizer,2030,1,229,229,5.0
230,electrolizer,2030,1,230,230,5.0
231,electrolizer,2030,1,231,231,5.0
232,electrolizer,2030,1,232,232,50.0
233,electrolizer,2030,1,233,233,50.0
234,electrolizer,2030,1,234,234,50.0
235,electrolizer,2030,1,235,235,5.0
236,electrolizer,2030,1,236,236,5.0
237,electrolizer,2030,1,237,237,5.0
238,electrolizer,2030,1,238,238,5.0
239,electrolizer,2030,1,239,239,5.0
240,electrolizer,2030,1,240,240,5.0
241,electrolizer,2030,1,241,241,5.0
242,electrolizer,2030,1,242,242,5.0
243,electrolizer,2030,1,243,243,5.0
244,electrolizer,2030,1,244,244,5.0
245,electrolizer,2030,1,245,245,5.0
246,electrolizer,2030,1,246,246,5.0
247,electrolizer,2030,1,247,247,5.0
248,electrolizer,2030,1,248,248,5.0
249,electrolizer,2030,1,249,249,5.0
250,electrolizer,2030,1,250,250,5.0
251,electrolizer,2030,1,251,251,5.0
252,electrolizer,2030,1,252,252,5.0
253,electrolizer,2030,1,253,253,5.0
254,electrolizer,2030,1,254,254,5.0
255,electrolizer,2030,1,255,255,5.0
256,electrolizer,2030,1,256,256,5.0
257,electrolizer,2030,1,257,257,5.0
258,electrolizer,2030,1,258,258,5.0
259,electrolizer,2030,1,259,259,5.0
260,electrolizer,2030,1,260,260,5.0
261,electrolizer,2030,1,261,261,5.0
262,electrolizer,2030,1,262,262,5.0
263,electrolizer,2030,1,263,263,5.0
264,electrolizer,2030,1,264,264,5.0
265,electrolizer,2030,1,265,265,5.0
266,electrolizer,2030,1,266,266,5.0
267,electrolizer,2030,1,267,267,5.0
268,electrolizer,2030,1,268,268,5.0
269,electrolizer,2030,1,269,269,5.0
270,electrolizer,2030,1,270,270,5.0
271,electrolizer,2030,1,271,271,5.0
272,electrolizer,2030,1,272,272,5.0
273,electrolizer,2030,1,273,273,5.0
274,electrolizer,2030,1,274,274,5.0
275,electrolizer,2030,1,275,275,5.0
276,electrolizer,2030,1,276,276,5.0
277,electrolizer,2030,1,277,277,5.0
278,electrolizer,2030,1,278,278,5.0
279,electrolizer,2030,1,279,279,5.0
280,electrolizer,2030,1,280,280,5.0
281,electrolizer,2030,1,281,281,5.0
282,electrolizer,2030,1,282,282,5.0
283,electrolizer,2030,1,283,283,5.0
284,electrolizer,2030,1,284,284,5.0
285,electrolizer,2030,1,285,285,5.0
286,electrolizer,2030,1,286,286,5.0
287,electrolizer,2030,1,287,287,50.0
288,electrolizer,2030,1,288,288,50.0
289,electrolizer,2030,1,289,289,50.0
290,electrolizer,2030,1,290,290,5.0
291,electrolizer,2030,1,291,291,5.0
292,electrolizer,2030,1,292,292,50.0
293,electrolizer,2030,1,293,293,50.0
294,electrolizer,2030,1,294,294,5.0
295,electrolizer,2030,1,295,295,5.0
296,electrolizer,2030,1,296,296,5.0
297,electrolizer,2030,1,297,297,5.0
298,electrolizer,2030,1,298,298,5.0
299,electrolizer,2030,1,299,299,5.0
300,electrolizer,2030,1,300,300,5.0
301,electrolizer,2030,1,301,301,5.0
302,electrolizer,2030,1,302,302,5.0
303,electrolizer,2030,1,303,303,5.0
304,electrolizer,2030,1,304,304,5.0
305,electrolizer,2030,1,305,305,5.0
306,electrolizer,2030,1,306,306,5.0
307,electrolizer,2030,1,307,307,5.0
308,electrolizer,2030,1,308,308,5.0
309,electrolizer,2030,1,309,309,5.0
310,electrolizer,2030,1,310,310,5.0
311,electrolizer,2030,1,311,311,5.0
312,electrolizer,2030,1,312,312,5.0
313,electrolizer,2030,1,313,313,5.0
314,electrolizer,2030,1,314,314,5.0
315,electrolizer,2030,1,315,315,5.0
316,electrolizer,2030,1,316,316,5.0
317,electrolizer,2030,1,317,317,5.0
318,electrolizer,2030,1,318,318,5.0
319,electrolizer,2030,1,319,319,5.0
320,electrolizer,2030,1,320,320,5.0
321,electrolizer,2030,1,321,321,5.0
322,electrolizer,2030,1,322,322,5.0
323,electrolizer,2030,1,323,323,5.0
324,electrolizer,2030,1,324,324,5.0
325,electrolizer,2030,1,325,325,5.0
326,electrolizer,2030,1,326,326,5.0
327,electrolizer,2030,1,327,327,5.0
328,electrolizer,2030,1,328,328,5.0
329,electrolizer,2030,1,329,329,5.0
330,electrolizer,2030,1,330,330,5.0
331,electrolizer,2030,1,331,331,5.0
332,electrolizer,2030,1,332,332,5.0
333,electrolizer,2030,1,333,333,5.0
334,electrolizer,2030,1,334,334,5.0
